Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,5.14B,2.21B,5.37B,(2.38B),(817M)
Funds from Operations Growth,-,-57.02%,142.81%,-144.35%,65.67%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,2.14B,6.33B,(242M),(3.31B),(5B)
Net Operating Cash Flow,7.28B,8.54B,5.12B,(5.69B),(5.82B)
Net Operating Cash Flow Growth,-,17.33%,-39.99%,-211.05%,-2.25%
Net Operating Cash Flow / Interest Income,75.09%,86.83%,50.63%,-55.89%,-50.35%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,18M,(63M),76M,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(4.06B),4.42B,11.04B,4.69B,36.77B
Purchase of Investments,(51.14B),(27.97B),(39.24B),(24.51B),(11.88B)
Sale/Maturity of Investments,47.08B,32.39B,50.27B,29.2B,48.65B
Increase in Loans,(14.14B),(16.1B),(43.88B),(27.49B),(33.62B)
Decrease in Loans,17.04B,(8.79B),(1.49B),5.61B,5.27B
Other Uses,-,-,-,-,-
Other Sources,-,98M,2.63B,115M,482M
Net Investing Cash Flow,(46M),(20.43B),(31.63B),(17.07B),8.9B
Net Investing Cash Flow Growth,-,"-44,319.57%",-54.81%,46.03%,152.12%
Net Investing Cash Flow / Interest Income,-0.47%,-207.78%,-312.55%,-167.68%,77.00%
