Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Net Income before Extraordinaries,230.29M,250.89M,215.29M,289.37M,331.4M
Net Income Growth,-,8.95%,-14.19%,34.41%,14.52%
"Depreciation, Depletion & Amortization",70.6M,68.98M,65.16M,63.73M,62.84M
Depreciation and Depletion,70.6M,68.98M,65.16M,62.8M,62.84M
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,1.12M,(1.95M),2.73M,(27.57M),1.01M
Deferred Taxes,1.12M,(1.95M),2.73M,(27.57M),1.01M
Investment Tax Credit,-,-,-,-,-
Other Funds,78.95M,79.37M,89.27M,81.26M,83.55M
Funds from Operations,380.96M,397.3M,372.45M,406.77M,478.79M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,21.28M,(251.23M),(283.45M),319.1M,27.45M
Receivables,38.77M,(74K),(14.8M),(64.47M),40.93M
Accounts Payable,76.58M,(17.22M),206.74M,(199.95M),42.59M
Other Assets/Liabilities,(3.36M),(5.96M),9.59M,87.9M,(28.76M)
Net Operating Cash Flow,402.24M,146.06M,89M,725.87M,506.24M
Net Operating Cash Flow Growth,-,-63.69%,-39.07%,715.56%,-30.26%
Net Operating Cash Flow / Sales,20.75%,7.42%,4.46%,26.59%,21.58%
Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Capital Expenditures,(34.56M),(22.74M),(51.11M),(63.77M),(71.08M)
Capital Expenditures Growth,-,34.20%,-124.75%,-24.76%,-11.46%
Capital Expenditures / Sales,-1.78%,-1.16%,-2.56%,-2.34%,-3.03%
Capital Expenditures (Fixed Assets),(34.56M),(22.74M),(51.11M),(63.77M),(71.08M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,(4.3M),(797K)
Purchase of Investments,-,-,-,(4.3M),(797K)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(34.56M),(22.74M),(51.11M),(68.07M),(71.87M)
Net Investing Cash Flow Growth,-,34.20%,-124.75%,-33.17%,-5.59%
Net Investing Cash Flow / Sales,-1.78%,-1.16%,-2.56%,-2.49%,-3.06%
