Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,482M,526M,501M,346M,276M
Net Income Growth,-,9.13%,-4.75%,-30.94%,-20.23%
"Depreciation, Depletion & Amortization",103M,104M,108M,112M,127M
Depreciation and Depletion,83M,101M,105M,109M,116M
Amortization of Intangible Assets,20M,3M,3M,3M,11M
Deferred Taxes & Investment Tax Credit,3M,(4M),4M,2M,(11M)
Deferred Taxes,3M,(4M),4M,2M,(11M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(16M),36M,56M,60M,57M
Funds from Operations,572M,662M,669M,520M,449M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(94M),(166M),(148M),(60M),(269M)
Receivables,(180M),(143M),(98M),55M,(188M)
Accounts Payable,(74M),28M,35M,146M,19M
Other Assets/Liabilities,17M,14M,(53M),(14M),(27M)
Net Operating Cash Flow,478M,496M,521M,460M,180M
Net Operating Cash Flow Growth,-,3.77%,5.04%,-11.71%,-60.87%
Net Operating Cash Flow / Sales,15.86%,15.92%,16.72%,16.42%,6.85%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(124M),(117M),(95M),(97M),(72M)
Capital Expenditures Growth,-,5.65%,18.80%,-2.11%,25.77%
Capital Expenditures / Sales,-4.12%,-3.76%,-3.05%,-3.46%,-2.74%
Capital Expenditures (Fixed Assets),(124M),(117M),(95M),(97M),(72M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,18M,(3M),19M,-,13M
Purchase of Investments,-,(18M),-,-,-
Sale/Maturity of Investments,18M,15M,19M,-,13M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(106M),(120M),(76M),(97M),(59M)
Net Investing Cash Flow Growth,-,-13.21%,36.67%,-27.63%,39.18%
Net Investing Cash Flow / Sales,-3.52%,-3.85%,-2.44%,-3.46%,-2.25%
