Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,2.85B,2.03B,274M,1.97B,2.18B
Funds from Operations Growth,-,-28.69%,-86.51%,620.44%,10.23%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,3.56B,3.57B,3.13B,2.65B,2.96B
Net Operating Cash Flow Growth,-,0.48%,-12.40%,-15.43%,11.86%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,-,-,-,-,-
Capital Expenditures Growth,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(1.15B),(1.87B),(3.32B),(1.08B),2.01B
Purchase of Investments,(8.53B),(9.19B),(9.45B),(7.51B),(8.75B)
Sale/Maturity of Investments,7.39B,7.33B,6.13B,6.42B,10.77B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(62M),(111M),(120M),(120M),(133M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.21B),(1.98B),(3.44B),(1.2B),1.88B
Net Investing Cash Flow Growth,-,-63.79%,-73.90%,65.04%,256.32%
