Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,1.96B,2B,2.23B,2.47B,2.69B
Funds from Operations Growth,-,2.04%,11.76%,10.61%,8.87%
Changes in Working Capital,1.23B,2.17B,2.78B,1.41B,1.57B
Receivables,-,-,-,-,-
Inventories,-,-,-,-,-
Accounts Payable,1.42B,1.59B,2.57B,1.09B,1.65B
Other Assets/Liabilities,(195M),581M,205M,323M,(77M)
Net Operating Cash Flow,3.19B,4.17B,5.01B,3.88B,4.26B
Net Operating Cash Flow Growth,-,30.99%,20.04%,-22.52%,9.82%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(327M),(430M),(559M),(447M),(452M)
Capital Expenditures Growth,-,-31.50%,-30.00%,20.04%,-1.12%
Capital Expenditures (Fixed Assets),(327M),(430M),(559M),(447M),(452M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,1M,-,(15M)
Sale of Fixed Assets & Businesses,37M,(40M),88M,-,-
Purchase/Sale of Investments,8.67B,2.76B,6.92B,(1.55B),(17M)
Purchase of Investments,(458M),(355M),(338M),(2.33B),(346M)
Sale/Maturity of Investments,9.13B,3.12B,7.25B,783M,329M
Other Uses,-,-,-,-,-
Other Sources,1M,-,(1M),-,-
Net Investing Cash Flow,(2.77B),(1.22B),(11.32B),(2.78B),(12.62B)
