Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,907M,1.1B,1.99B,390M,2.24B
Net Income Growth,-,20.73%,81.28%,-80.35%,473.85%
"Depreciation, Depletion & Amortization",884M,931M,953M,850M,931M
Depreciation and Depletion,884M,931M,953M,850M,931M
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(97M),(111M),122M,(465M),(102M)
Deferred Taxes,(97M),(111M),122M,(465M),(102M)
Investment Tax Credit,-,-,-,-,-
Other Funds,307M,342M,9M,2.6B,(710M)
Funds from Operations,2B,2.26B,3.07B,3.37B,2.36B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(442M),(61M),97M,(2.54B),(309M)
Receivables,(186M),(145M),(182M),(878M),(522M)
Accounts Payable,11M,(68M),341M,130M,259M
Other Assets/Liabilities,(141M),(48M),20M,(2.4B),647M
Net Operating Cash Flow,1.56B,2.2B,3.17B,828M,2.05B
Net Operating Cash Flow Growth,-,40.86%,44.17%,-73.85%,147.34%
Net Operating Cash Flow / Sales,34.53%,41.76%,53.33%,12.22%,23.58%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(1.02B),(896M),(1.01B),(1.01B),(1.42B)
Capital Expenditures Growth,-,12.41%,-13.17%,0.49%,-41.13%
Capital Expenditures / Sales,-22.66%,-17.04%,-17.08%,-14.89%,-16.39%
Capital Expenditures (Fixed Assets),(1.02B),(896M),(1.01B),(1.01B),(1.42B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,141M,8M,77M,121M,110M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,(68M),(173M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(828M),(933M),(837M),(956M),(1.49B)
Net Investing Cash Flow Growth,-,-12.68%,10.29%,-14.22%,-55.54%
Net Investing Cash Flow / Sales,-18.34%,-17.74%,-14.10%,-14.10%,-17.12%
