Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,155.9M,176.31M,176.58M,235.34M,186.92M
Net Income Growth,-,13.09%,0.15%,33.27%,-20.57%
"Depreciation, Depletion & Amortization",35.58M,35.16M,35.35M,34.83M,32.87M
Depreciation and Depletion,18.32M,18.39M,18.57M,17.89M,18.16M
Amortization of Intangible Assets,17.26M,16.77M,16.78M,16.94M,14.7M
Deferred Taxes & Investment Tax Credit,(1M),(36.28M),(8.61M),(24.92M),(16.68M)
Deferred Taxes,(1M),(36.28M),(8.61M),(24.92M),(16.68M)
Investment Tax Credit,-,-,-,-,-
Other Funds,51.28M,53M,46.13M,62.45M,66.92M
Funds from Operations,241.76M,228.19M,249.44M,307.69M,270.03M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,138.62M,68.09M,(33.59M),28.92M,54.51M
Receivables,(2.09M),63.15M,(13.12M),(28.43M),(35.61M)
Accounts Payable,66M,25.27M,56.86M,(58.2M),75.67M
Other Assets/Liabilities,88.57M,(9.25M),(63.9M),110.97M,18.66M
Net Operating Cash Flow,380.38M,296.28M,215.86M,336.61M,324.54M
Net Operating Cash Flow Growth,-,-22.11%,-27.14%,55.94%,-3.58%
Net Operating Cash Flow / Sales,52.23%,39.46%,27.92%,37.33%,37.85%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(14.17M),(18.84M),(16.9M),(18.88M),(24.07M)
Capital Expenditures Growth,-,-32.93%,10.27%,-11.69%,-27.50%
Capital Expenditures / Sales,-1.95%,-2.51%,-2.19%,-2.09%,-2.81%
Capital Expenditures (Fixed Assets),(14.17M),(18.84M),(15.32M),(18.13M),(24.07M)
Capital Expenditures (Other Assets),-,-,(1.58M),(750K),-
Net Assets from Acquisitions,(31.4M),634K,(6.18M),-,(25M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,128K,-,(1M),-
Purchase of Investments,-,-,-,(1M),-
Sale/Maturity of Investments,-,128K,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(45.57M),(18.08M),(23.08M),(19.88M),(49.07M)
Net Investing Cash Flow Growth,-,60.33%,-27.68%,13.86%,-146.84%
Net Investing Cash Flow / Sales,-6.26%,-2.41%,-2.99%,-2.20%,-5.72%
