Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,169.69M,189.87M,172.94M,177.27M,171.08M
Funds from Operations Growth,-,11.89%,-8.91%,2.50%,-3.49%
Changes in Working Capital,16.25M,(6.62M),(21.34M),(34.27M),13.89M
Receivables,(3.05M),(21.37M),(16.21M),3.4M,(11.65M)
Inventories,-,-,-,-,-
Accounts Payable,21.88M,18.71M,(19.2M),(29.39M),29.22M
Other Assets/Liabilities,(2.59M),(3.96M),14.07M,(8.28M),(3.68M)
Net Operating Cash Flow,185.94M,183.25M,151.6M,143M,184.97M
Net Operating Cash Flow Growth,-,-1.45%,-17.27%,-5.67%,29.35%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(41.36M),(48.09M),(56.8M),(53.61M),(45.87M)
Capital Expenditures Growth,-,-16.29%,-18.12%,5.63%,14.44%
Capital Expenditures (Fixed Assets),(41.36M),(48.09M),(56.8M),(53.61M),(45.87M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(78.61M),78.61M,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,1.23M
Purchase/Sale of Investments,107.61M,52.04M,(306.78M),111.85M,(77.86M)
Purchase of Investments,(7.09M),(8.76M),(395.29M),(42.89M),(116.74M)
Sale/Maturity of Investments,114.69M,60.8M,88.51M,154.74M,38.89M
Other Uses,-,-,-,-,-
Other Sources,-,-,(500K),-,-
Net Investing Cash Flow,66.25M,(74.66M),(285.47M),58.25M,(122.49M)
