Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,503.4M,475.55M,663.27M,454.72M,652.44M
Net Income Growth,-,-5.53%,39.47%,-31.44%,43.48%
"Depreciation, Depletion & Amortization",18.27M,17.62M,16.93M,16.18M,17.21M
Depreciation and Depletion,13.3M,14.01M,14M,13.36M,14.45M
Amortization of Intangible Assets,4.97M,3.61M,2.93M,2.82M,2.77M
Deferred Taxes & Investment Tax Credit,(6.61M),8.06M,46.33M,13.41M,7.42M
Deferred Taxes,(6.61M),8.06M,46.33M,13.41M,7.42M
Investment Tax Credit,-,-,-,-,-
Other Funds,15.12M,11.05M,45.99M,18.95M,21.65M
Funds from Operations,530.18M,512.28M,772.51M,503.26M,698.72M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(269.36M),(395.12M),(274.28M),(295.6M),(801.03M)
Receivables,-,-,-,-,-
Accounts Payable,236.4M,159.85M,245.79M,117.65M,163.07M
Other Assets/Liabilities,(117.06M),(50.26M),(391.02M),401.52M,(95.74M)
Net Operating Cash Flow,260.82M,117.16M,498.22M,207.67M,(102.31M)
Net Operating Cash Flow Growth,-,-55.08%,325.26%,-58.32%,-149.27%
Net Operating Cash Flow / Sales,7.76%,3.37%,11.43%,6.51%,-2.61%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(16.8M),(20.59M),(20.65M),(30.69M),(31.87M)
Capital Expenditures Growth,-,-22.58%,-0.29%,-48.62%,-3.86%
Capital Expenditures / Sales,-0.50%,-0.59%,-0.47%,-0.96%,-0.81%
Capital Expenditures (Fixed Assets),(16.8M),(20.59M),(20.65M),(30.69M),(31.87M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,(10.4M),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(7.75M),(19.89M),(65.78M),(6.68M),(43.8M)
Purchase of Investments,(7.75M),(19.89M),(65.78M),(6.68M),(43.8M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(17K),17K,-,(199K),(2.51M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(25.26M),(40.08M),(80.09M),(47.97M),(78.18M)
Net Investing Cash Flow Growth,-,-58.68%,-99.81%,40.11%,-63.00%
Net Investing Cash Flow / Sales,-0.75%,-1.15%,-1.84%,-1.50%,-1.99%
