Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,100M,143M,72M,152M,104M
Net Income Growth,-,43.00%,-49.65%,111.11%,-31.58%
"Depreciation, Depletion & Amortization",54M,55M,55M,57M,57M
Depreciation and Depletion,45M,-,-,-,-
Amortization of Intangible Assets,9M,-,-,-,-
Deferred Taxes & Investment Tax Credit,(11M),2M,4M,5M,(6M)
Deferred Taxes,(11M),2M,4M,5M,(6M)
Investment Tax Credit,-,-,-,-,-
Other Funds,61M,17M,26M,8M,134M
Funds from Operations,204M,217M,157M,222M,289M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,179M,(176M),24M,7M,46M
Receivables,36M,(53M),84M,(87M),(28M)
Accounts Payable,217M,(96M),(34M),37M,46M
Other Assets/Liabilities,(12M),10M,9M,38M,(7M)
Net Operating Cash Flow,383M,41M,181M,229M,335M
Net Operating Cash Flow Growth,-,-89.30%,341.46%,26.52%,46.29%
Net Operating Cash Flow / Sales,21.25%,2.27%,10.70%,12.66%,18.60%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(99M),(52M),(57M),(63M),(79M)
Capital Expenditures Growth,-,47.47%,-9.62%,-10.53%,-25.40%
Capital Expenditures / Sales,-5.49%,-2.88%,-3.37%,-3.48%,-4.39%
Capital Expenditures (Fixed Assets),(99M),(52M),(57M),(63M),(79M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(12M),(4M),1M,3M,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(111M),(56M),(56M),(55M),(62M)
Net Investing Cash Flow Growth,-,49.55%,0.00%,1.79%,-12.73%
Net Investing Cash Flow / Sales,-6.16%,-3.10%,-3.31%,-3.04%,-3.44%
