Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Net Income before Extraordinaries,1.37B,769M,1.32B,1.48B,1.49B
Net Income Growth,-,-43.70%,71.26%,12.68%,0.54%
"Depreciation, Depletion & Amortization",684M,671M,676M,672M,688M
Depreciation and Depletion,238M,235M,246M,240M,253M
Amortization of Intangible Assets,446M,436M,430M,432M,435M
Deferred Taxes & Investment Tax Credit,(214M),(11M),(67M),(156M),(370M)
Deferred Taxes,(214M),(11M),(67M),(156M),(370M)
Investment Tax Credit,-,-,-,-,-
Other Funds,184M,715M,173M,55M,127M
Funds from Operations,2.02B,2.14B,2.1B,2.06B,1.94B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(275M),(852M),(330M),173M,120M
Receivables,(311M),(40M),(131M),(41M),(265M)
Accounts Payable,2M,(416M),(30M),452M,207M
Other Assets/Liabilities,(119M),(321M),(88M),(35M),379M
Net Operating Cash Flow,1.75B,1.29B,1.77B,2.23B,2.06B
Net Operating Cash Flow Growth,-,-25.96%,36.92%,25.95%,-7.68%
Net Operating Cash Flow / Sales,21.31%,16.18%,22.54%,28.70%,25.43%
Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Capital Expenditures,(377M),(378M),(271M),(330M),(389M)
Capital Expenditures Growth,-,-0.27%,28.31%,-21.77%,-17.88%
Capital Expenditures / Sales,-4.60%,-4.73%,-3.45%,-4.25%,-4.81%
Capital Expenditures (Fixed Assets),(377M),(378M),(271M),(330M),(389M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(18M),-,(91M),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,2.23B,(330M),(344M),(115M),599M
Purchase of Investments,(2.36B),(2.65B),(2.66B),(2.61B),(1.96B)
Sale/Maturity of Investments,4.59B,2.32B,2.31B,2.49B,2.56B
Other Uses,82M,(76M),(3M),8M,61M
Other Sources,-,-,-,-,163M
Net Investing Cash Flow,1.92B,(784M),(709M),(437M),271M
Net Investing Cash Flow Growth,-,-140.85%,9.57%,38.36%,162.01%
Net Investing Cash Flow / Sales,23.44%,-9.82%,-9.04%,-5.63%,3.35%
