Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,(279.2M),311.5M,(263.8M),399.2M,313.9M
Net Income Growth,-,211.57%,-184.69%,251.33%,-21.37%
"Depreciation, Depletion & Amortization",1.32B,1.02B,(545M),736M,722.3M
Depreciation and Depletion,635.5M,345.6M,(1.21B),87.9M,88.2M
Amortization of Intangible Assets,681.6M,671.5M,664.7M,648.1M,634.1M
Deferred Taxes & Investment Tax Credit,293.2M,147M,(52.9M),(52.8M),(104.8M)
Deferred Taxes,293.2M,147M,(52.9M),(52.8M),(104.8M)
Investment Tax Credit,-,-,-,-,-
Other Funds,237.4M,134.9M,1.72B,71.2M,300K
Funds from Operations,1.57B,1.61B,862.6M,1.15B,931.7M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.01B),(524.9M),(339.5M),(15.1M),(129.2M)
Receivables,(54.9M),183.8M,(9.8M),(115.5M),(26.8M)
Accounts Payable,(245.4M),(54.9M),38M,(30.2M),284.7M
Other Assets/Liabilities,261.1M,(306.1M),(266.9M),132.7M,(136.9M)
Net Operating Cash Flow,559.4M,1.09B,523.1M,1.14B,802.5M
Net Operating Cash Flow Growth,-,94.07%,-51.81%,117.64%,-29.51%
Net Operating Cash Flow / Sales,12.23%,23.98%,12.08%,27.25%,19.63%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(102.9M),(131.9M),(221.4M),(71.9M),(89.5M)
Capital Expenditures Growth,-,-28.18%,-67.85%,67.52%,-24.48%
Capital Expenditures / Sales,-2.25%,-2.91%,-5.11%,-1.72%,-2.19%
Capital Expenditures (Fixed Assets),(89.3M),(121M),(197.4M),(64.5M),(83.9M)
Capital Expenditures (Other Assets),(13.6M),(10.9M),(24M),(7.4M),(5.6M)
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,86.4M,13.7M,2.4M,5.1M,7.7M
Purchase/Sale of Investments,(300K),-,(100K),(100K),(300K)
Purchase of Investments,(7.2M),(6.8M),(3.9M),(8.6M),(4.6M)
Sale/Maturity of Investments,6.9M,6.8M,3.8M,8.5M,4.3M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(16.8M),(118.2M),(219.1M),(66.9M),(82.1M)
Net Investing Cash Flow Growth,-,-603.57%,-85.36%,69.47%,-22.72%
Net Investing Cash Flow / Sales,-0.37%,-2.61%,-5.06%,-1.60%,-2.01%
