Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,148.98M,166.43M,254.58M,252.24M,245.7M
Funds from Operations Growth,-,11.72%,52.96%,-0.92%,-2.59%
Changes in Working Capital,(3.68M),(42.83M),(52.98M),(57.69M),2.08M
Receivables,534K,(22.77M),(14.44M),990K,(2.19M)
Inventories,-,-,-,-,-
Accounts Payable,(9.8M),(61.16M),(49.14M),(14.9M),2.26M
Other Assets/Liabilities,5.59M,41.09M,10.6M,(43.78M),2.02M
Net Operating Cash Flow,145.3M,123.6M,201.61M,194.55M,247.78M
Net Operating Cash Flow Growth,-,-14.94%,63.11%,-3.50%,27.36%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,-,-,-,-,-
Capital Expenditures Growth,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(263.97M),263.97M,-,-
Sale of Fixed Assets & Businesses,-,-,-,891K,-
Purchase/Sale of Investments,38.28M,(47.43M),(382.27M),(34.58M),(118.69M)
Purchase of Investments,(104.96M),(96.96M),(595.76M),(77.14M),(171.46M)
Sale/Maturity of Investments,143.24M,49.53M,213.49M,42.56M,52.77M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,38.28M,(311.41M),(118.3M),(33.69M),(118.69M)
