Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,271.72M,277.65M,304.44M,325.11M,354.86M
Funds from Operations Growth,-,2.18%,9.65%,6.79%,9.15%
Changes in Working Capital,(31.96M),31.17M,(54.88M),(134.02M),(15.83M)
Receivables,848K,(1.04M),371K,(191K),497K
Inventories,-,-,-,-,-
Accounts Payable,(18.48M),71.04M,(1.39M),(36.05M),8.39M
Other Assets/Liabilities,(14.33M),(38.82M),(53.87M),(97.78M),(24.71M)
Net Operating Cash Flow,239.76M,308.82M,249.56M,191.09M,339.03M
Net Operating Cash Flow Growth,-,28.80%,-19.19%,-23.43%,77.42%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,-,-,-,-,-
Capital Expenditures Growth,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,309.32M,271.54M,1.4B,819.61M,209.52M
Purchase/Sale of Investments,(1.7B),(1.3B),(1.67B),(2.49B),(607.4M)
Purchase of Investments,(1.8B),(1.45B),(2.34B),(2.63B),(1.07B)
Sale/Maturity of Investments,104.98M,155.55M,666.35M,145.95M,458.57M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.39B),(1.03B),(276.58M),(1.67B),(397.88M)
