Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,650M,527M,406M,373M,250M
Net Income Growth,-,-18.92%,-22.96%,-8.13%,-32.98%
"Depreciation, Depletion & Amortization",100M,101M,106M,106M,107M
Depreciation and Depletion,75M,76M,80M,79M,80M
Amortization of Intangible Assets,25M,25M,26M,27M,27M
Deferred Taxes & Investment Tax Credit,(72M),2M,30M,(43M),23M
Deferred Taxes,(72M),2M,30M,(43M),23M
Investment Tax Credit,-,-,-,-,-
Other Funds,(290M),(27M),21M,22M,49M
Funds from Operations,388M,603M,563M,458M,429M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,72M,(42M),(82M),22M,(27M)
Receivables,127M,(220M),36M,72M,78M
Accounts Payable,(35M),235M,(1M),(165M),(36M)
Other Assets/Liabilities,58M,(21M),(48M),20M,30M
Net Operating Cash Flow,460M,561M,481M,480M,402M
Net Operating Cash Flow Growth,-,21.96%,-14.26%,-0.21%,-16.25%
Net Operating Cash Flow / Sales,18.04%,20.22%,17.53%,18.38%,16.39%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(84M),(89M),(144M),(63M),(76M)
Capital Expenditures Growth,-,-5.95%,-61.80%,56.25%,-20.63%
Capital Expenditures / Sales,-3.29%,-3.21%,-5.25%,-2.41%,-3.10%
Capital Expenditures (Fixed Assets),(84M),(89M),(144M),(63M),(76M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(231M),(20M),(80M),(105M),(1M)
Sale of Fixed Assets & Businesses,-,-,3M,-,-
Purchase/Sale of Investments,755M,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,755M,-,-,-,-
Other Uses,(3M),10M,(3M),(1M),(5M)
Other Sources,-,-,-,14M,(6M)
Net Investing Cash Flow,437M,(96M),(227M),(169M),(82M)
Net Investing Cash Flow Growth,-,-121.97%,-136.46%,25.55%,51.48%
Net Investing Cash Flow / Sales,17.14%,-3.46%,-8.27%,-6.47%,-3.34%
