Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,1.44B,1.52B,1.5B,1.82B,2.07B
Funds from Operations Growth,-,5.63%,-1.38%,21.48%,13.78%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.04B,1.44B,(223M),2.61B,985M
Net Operating Cash Flow,2.47B,2.96B,1.28B,4.43B,3.06B
Net Operating Cash Flow Growth,-,19.81%,-56.95%,247.18%,-30.99%
Net Operating Cash Flow / Interest Income,73.15%,86.95%,38.03%,129.61%,79.92%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(167M),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(2.93B),9.85B,(26.07B),130M,2.06B
Purchase of Investments,(18.7B),(7.89B),(37.33B),(19.07B),(5.61B)
Sale/Maturity of Investments,15.77B,17.74B,11.26B,19.2B,7.67B
Increase in Loans,(443M),(1.86B),(17.49B),(8.35B),(13.42B)
Decrease in Loans,1.07B,798M,1.38B,5.36B,(446M)
Other Uses,-,-,-,(452M),(1.15B)
Other Sources,-,-,(117M),-,-
Net Investing Cash Flow,(2.78B),9.27B,(42.46B),(3.32B),(12.96B)
Net Investing Cash Flow Growth,-,433.33%,-558.02%,92.19%,-290.71%
Net Investing Cash Flow / Interest Income,-82.23%,271.93%,"-1,265.51%",-97.05%,-338.82%
