Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,118M,469M,186M,554M,254M
Net Income Growth,-,297.46%,-60.34%,197.85%,-54.15%
"Depreciation, Depletion & Amortization",503M,511M,521M,529M,539M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(47M),137M,(34M),167M,(17M)
Deferred Taxes,(47M),137M,(34M),167M,(17M)
Investment Tax Credit,-,-,-,-,-
Other Funds,190M,(154M),256M,28M,1M
Funds from Operations,764M,963M,929M,1.28B,777M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,340M,(644M),92M,(805M),707M
Receivables,102M,(29M),(375M),(455M),162M
Accounts Payable,33M,130M,59M,(156M),200M
Other Assets/Liabilities,333M,(824M),581M,(329M),498M
Net Operating Cash Flow,1.1B,319M,1.02B,473M,1.48B
Net Operating Cash Flow Growth,-,-71.11%,220.06%,-53.67%,213.74%
Net Operating Cash Flow / Sales,37.15%,8.89%,29.70%,11.60%,43.38%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(1B),(975M),(967M),(862M),(1.07B)
Capital Expenditures Growth,-,2.69%,0.82%,10.86%,-24.59%
Capital Expenditures / Sales,-33.71%,-27.17%,-28.13%,-21.14%,-31.39%
Capital Expenditures (Fixed Assets),(1B),(975M),(967M),(862M),(1.07B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,614M,198M,-,-
Purchase/Sale of Investments,172M,-,(197M),(10M),(15M)
Purchase of Investments,(11M),-,(14M),(10M),(15M)
Sale/Maturity of Investments,183M,-,(183M),-,-
Other Uses,(80M),(76M),(81M),(80M),(79M)
Other Sources,59M,164M,1M,-,-
Net Investing Cash Flow,(904M),(437M),(1.05B),(952M),(1.17B)
Net Investing Cash Flow Growth,-,51.66%,-139.59%,9.07%,-22.48%
Net Investing Cash Flow / Sales,-30.42%,-12.18%,-30.45%,-23.35%,-34.08%
