Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,62.77M,51.79M,102.9M,60.23M,115.46M
Net Income Growth,-,-17.49%,98.69%,-41.46%,91.69%
"Depreciation, Depletion & Amortization",88.14M,89.15M,99.53M,85.76M,84.71M
Depreciation and Depletion,29.68M,29.81M,19.87M,27.49M,25.77M
Amortization of Intangible Assets,58.45M,59.34M,79.66M,58.26M,58.94M
Deferred Taxes & Investment Tax Credit,1.27M,(14.05M),(155M),(5.51M),5.62M
Deferred Taxes,1.27M,(14.05M),(155M),(5.51M),5.62M
Investment Tax Credit,-,-,-,-,-
Other Funds,73.3M,88.18M,148.36M,101.34M,92.49M
Funds from Operations,225.47M,215.07M,195.79M,241.81M,298.28M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(81.69M),(58.92M),(36.92M),33.1M,(126.8M)
Receivables,(94.94M),132.09M,(364.15M),274.59M,(99.97M)
Accounts Payable,19.6M,(11.55M),31.31M,(29.86M),13.98M
Other Assets/Liabilities,24.87M,(180.37M),235.46M,(123.9M),(31.65M)
Net Operating Cash Flow,143.78M,156.15M,158.87M,274.91M,171.48M
Net Operating Cash Flow Growth,-,8.60%,1.74%,73.04%,-37.62%
Net Operating Cash Flow / Sales,17.70%,20.06%,18.67%,33.31%,19.95%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(23.33M),(22.95M),(23.32M),(21.5M),(16.68M)
Capital Expenditures Growth,-,1.63%,-1.58%,7.79%,22.40%
Capital Expenditures / Sales,-2.87%,-2.95%,-2.74%,-2.60%,-1.94%
Capital Expenditures (Fixed Assets),(20.98M),(18.71M),(19.84M),(18.84M),(14.63M)
Capital Expenditures (Other Assets),(2.35M),(4.24M),(3.47M),(2.66M),(2.06M)
Net Assets from Acquisitions,314K,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,1.42M,(4.55M),7.48M,3.64M,16.69M
Purchase of Investments,(9.59M),(7.68M),(3.89M),(2.03M),2K
Sale/Maturity of Investments,11.01M,3.13M,11.37M,5.67M,16.69M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(15.9M),(26.93M),(15.09M),(17.35M),10.47M
Net Investing Cash Flow Growth,-,-69.40%,43.96%,-14.97%,160.35%
Net Investing Cash Flow / Sales,-1.96%,-3.46%,-1.77%,-2.10%,1.22%
