Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,506M,544M,508M,599M,344M
Net Income Growth,-,7.51%,-6.62%,17.91%,-42.57%
"Depreciation, Depletion & Amortization",1.04B,951M,877M,808M,827M
Depreciation and Depletion,723M,694M,529M,534M,550M
Amortization of Intangible Assets,318M,257M,348M,274M,277M
Deferred Taxes & Investment Tax Credit,148M,152M,167M,179M,70M
Deferred Taxes,148M,152M,167M,179M,70M
Investment Tax Credit,-,-,-,-,-
Other Funds,68M,54M,56M,48M,56M
Funds from Operations,1.76B,1.7B,1.61B,1.63B,1.3B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(124M),29M,(1M),(259M),99M
Receivables,(41M),16M,(28M),131M,(99M)
Accounts Payable,(88M),(59M),(21M),(38M),117M
Other Assets/Liabilities,65M,36M,124M,(386M),102M
Net Operating Cash Flow,1.64B,1.73B,1.61B,1.38B,1.4B
Net Operating Cash Flow Growth,-,5.55%,-7.11%,-14.44%,1.53%
Net Operating Cash Flow / Sales,33.29%,35.40%,33.15%,29.41%,30.27%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(646M),(690M),(848M),(577M),(761M)
Capital Expenditures Growth,-,-6.81%,-22.90%,31.96%,-31.89%
Capital Expenditures / Sales,-13.12%,-14.12%,-17.50%,-12.34%,-16.50%
Capital Expenditures (Fixed Assets),(646M),(690M),(848M),(577M),(761M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,31M,24M,45M,6M,59M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(620M),(654M),(763M),(569M),(701M)
Net Investing Cash Flow Growth,-,-5.48%,-16.67%,25.43%,-23.20%
Net Investing Cash Flow / Sales,-12.59%,-13.38%,-15.74%,-12.17%,-15.20%
