Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,525.4M,628.9M,560.4M,530.5M,582.1M
Net Income Growth,-,19.70%,-10.89%,-5.34%,9.73%
"Depreciation, Depletion & Amortization",335.7M,332.6M,332.3M,335.9M,337.2M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,10.9M,7M,15.7M,35.6M,17.7M
Deferred Taxes,10.9M,7M,15.7M,35.6M,17.7M
Investment Tax Credit,-,-,-,-,-
Other Funds,3.6M,(197.1M),(129.9M),(113.3M),300K
Funds from Operations,875.6M,771.4M,778.5M,788.7M,937.3M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,53M,54.9M,6.7M,(268.9M),(29.1M)
Receivables,28.4M,(24.3M),(118.7M),(70.6M),(223.2M)
Accounts Payable,4.1M,48.1M,167.6M,(44.5M),197M
Other Assets/Liabilities,31.5M,41.9M,(8.5M),(130.2M),20.6M
Net Operating Cash Flow,928.6M,826.3M,785.2M,519.8M,908.2M
Net Operating Cash Flow Growth,-,-11.02%,-4.97%,-33.80%,74.72%
Net Operating Cash Flow / Sales,35.65%,29.09%,26.22%,17.65%,28.48%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(620M),(616.4M),(663.8M),(769.8M),(705.5M)
Capital Expenditures Growth,-,0.58%,-7.69%,-15.97%,8.35%
Capital Expenditures / Sales,-23.80%,-21.70%,-22.17%,-26.14%,-22.12%
Capital Expenditures (Fixed Assets),(620M),(616.4M),(663.8M),(769.8M),(705.5M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(9.8M),(700K),(34.6M),(30.5M),-
Sale of Fixed Assets & Businesses,15.2M,7.5M,1.1M,24.2M,7.5M
Purchase/Sale of Investments,(1.12B),193M,(1.03B),(140.7M),489.3M
Purchase of Investments,(1.39B),(147M),(2.36B),(200.2M),(338.5M)
Sale/Maturity of Investments,269.7M,340M,1.33B,59.5M,827.8M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.73B),(414.9M),(1.72B),(916.7M),(208.3M)
Net Investing Cash Flow Growth,-,76.08%,-314.34%,46.68%,77.28%
Net Investing Cash Flow / Sales,-66.60%,-14.61%,-57.41%,-31.12%,-6.53%
