Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,204M,294M,66M,225M,311M
Net Income Growth,-,44.12%,-77.55%,240.91%,38.22%
"Depreciation, Depletion & Amortization",105M,94M,146M,141M,114M
Depreciation and Depletion,65M,64M,85M,(44M),75M
Amortization of Intangible Assets,40M,30M,61M,185M,39M
Deferred Taxes & Investment Tax Credit,28M,(168M),-,(189M),(86M)
Deferred Taxes,28M,(168M),-,(189M),(86M)
Investment Tax Credit,-,-,-,-,-
Other Funds,125M,149M,129M,125M,125M
Funds from Operations,462M,369M,341M,302M,464M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(605M),(305M),1.19B,142M,(542M)
Receivables,12M,(458M),56M,313M,70M
Accounts Payable,(19M),61M,(51M),2M,(16M)
Other Assets/Liabilities,(296M),40M,755M,(159M),(491M)
Net Operating Cash Flow,(143M),64M,1.53B,444M,(78M)
Net Operating Cash Flow Growth,-,144.76%,"2,296.88%",-71.06%,-117.57%
Net Operating Cash Flow / Sales,-9.11%,3.47%,86.33%,24.48%,-4.46%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(44M),(43M),(48M),(53M),(59M)
Capital Expenditures Growth,-,2.27%,-11.63%,-10.42%,-11.32%
Capital Expenditures / Sales,-2.80%,-2.33%,-2.70%,-2.92%,-3.38%
Capital Expenditures (Fixed Assets),(44M),(43M),(48M),(53M),(59M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.99B),(1.41B),3M,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,222M,537M,(4M),20M,(6M)
Purchase of Investments,(285M),(84M),(69M),(116M),(93M)
Sale/Maturity of Investments,507M,621M,65M,136M,87M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.81B),(911M),(49M),(33M),(65M)
Net Investing Cash Flow Growth,-,49.70%,94.62%,32.65%,-96.97%
Net Investing Cash Flow / Sales,-115.35%,-49.40%,-2.76%,-1.82%,-3.72%
