Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,318M,208M,164M,199M,239M
Net Income Growth,-,-34.59%,-21.15%,21.34%,20.10%
"Depreciation, Depletion & Amortization",64M,65M,65M,62M,61M
Depreciation and Depletion,29M,28M,29M,29M,27M
Amortization of Intangible Assets,35M,37M,36M,33M,34M
Deferred Taxes & Investment Tax Credit,14M,20M,-,(1M),-
Deferred Taxes,14M,20M,-,(1M),-
Investment Tax Credit,-,-,-,-,-
Other Funds,(34M),13M,31M,40M,19M
Funds from Operations,362M,306M,260M,300M,319M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(110M),(17M),19M,(213M),(10M)
Receivables,(106M),(11M),117M,(125M),(83M)
Accounts Payable,(12M),22M,(14M),27M,10M
Other Assets/Liabilities,(64M),(61M),(8M),(28M),34M
Net Operating Cash Flow,252M,289M,279M,87M,309M
Net Operating Cash Flow Growth,-,14.68%,-3.46%,-68.82%,255.17%
Net Operating Cash Flow / Sales,20.69%,22.60%,23.37%,6.56%,22.10%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(20M),(25M),(25M),(32M),(29M)
Capital Expenditures Growth,-,-25.00%,0.00%,-28.00%,9.38%
Capital Expenditures / Sales,-1.64%,-1.95%,-2.09%,-2.41%,-2.07%
Capital Expenditures (Fixed Assets),(20M),(25M),(25M),(32M),(29M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(12M),-,-,(422M)
Sale of Fixed Assets & Businesses,224M,-,-,3M,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,204M,(37M),(25M),(29M),(451M)
Net Investing Cash Flow Growth,-,-118.14%,32.43%,-16.00%,"-1,455.17%"
Net Investing Cash Flow / Sales,16.75%,-2.89%,-2.09%,-2.19%,-32.26%
