Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,295.45M,427.1M,449.42M,555.25M,363.2M
Net Income Growth,-,44.56%,5.23%,23.55%,-34.59%
"Depreciation, Depletion & Amortization",127.95M,171.29M,177.27M,176.27M,172.84M
Depreciation and Depletion,83.17M,88.86M,96.93M,97.48M,97.92M
Amortization of Intangible Assets,44.78M,82.43M,80.34M,78.79M,74.93M
Deferred Taxes & Investment Tax Credit,162.04M,31.23M,30.51M,21.24M,5.31M
Deferred Taxes,162.04M,31.23M,30.51M,21.24M,5.31M
Investment Tax Credit,-,-,-,-,-
Other Funds,(105.2M),(38.47M),13.87M,4.26M,103.05M
Funds from Operations,480.24M,591.15M,671.07M,757.01M,644.41M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,727.38M,418.67M,192.34M,(490.43M),(235.79M)
Receivables,154.15M,(781.04M),755.02M,(1.2B),(1.02B)
Accounts Payable,534.97M,1.81B,824.06M,(225.65M),1.48B
Other Assets/Liabilities,67.9M,(68.72M),(33.04M),(15.87M),108.61M
Net Operating Cash Flow,1.21B,1.01B,863.41M,266.59M,408.62M
Net Operating Cash Flow Growth,-,-16.38%,-14.50%,-69.12%,53.28%
Net Operating Cash Flow / Sales,2.26%,1.71%,1.45%,0.46%,0.68%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(121.8M),(164.81M),(79.69M),(129.65M),(113.39M)
Capital Expenditures Growth,-,-35.32%,51.65%,-62.69%,12.54%
Capital Expenditures / Sales,-0.23%,-0.28%,-0.13%,-0.22%,-0.19%
Capital Expenditures (Fixed Assets),(121.8M),(164.81M),(79.69M),(129.65M),(113.39M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(5.54B),(26.32M),(62.64M),(61.52M),-
Sale of Fixed Assets & Businesses,-,14.44M,-,-,258.08M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,(788K),(2.88M),(1.24M)
Other Sources,-,9.89M,-,-,-
Net Investing Cash Flow,(5.66B),(171.35M),(143.12M),(194.04M),143.46M
Net Investing Cash Flow Growth,-,96.97%,16.47%,-35.58%,173.93%
Net Investing Cash Flow / Sales,-10.59%,-0.29%,-0.24%,-0.34%,0.24%
