Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,376M,488M,1.37B,657M,3.18B
Net Income Growth,-,29.79%,180.94%,-52.08%,384.32%
"Depreciation, Depletion & Amortization",376M,367M,530M,344M,365M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,266M,(453M),18M,142M,148M
Deferred Taxes,266M,(453M),18M,142M,148M
Investment Tax Credit,-,-,-,-,-
Other Funds,(108M),1.03B,(531M),108M,(87M)
Funds from Operations,910M,1.43B,1.39B,1.25B,3.61B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,833M,776M,412M,(115M),(1.83B)
Receivables,222M,53M,543M,(3.04B),(2.59B)
Accounts Payable,703M,241M,(798M),4.81B,476M
Other Assets/Liabilities,352M,156M,(339M),(730M),404M
Net Operating Cash Flow,1.74B,2.2B,1.8B,1.14B,1.78B
Net Operating Cash Flow Growth,-,26.39%,-18.29%,-36.89%,56.95%
Net Operating Cash Flow / Sales,6.41%,7.23%,5.53%,3.10%,3.66%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(380M),(552M),(597M),(370M),(376M)
Capital Expenditures Growth,-,-45.26%,-8.15%,38.02%,-1.62%
Capital Expenditures / Sales,-1.40%,-1.81%,-1.83%,-1.01%,-0.77%
Capital Expenditures (Fixed Assets),(380M),(552M),(597M),(370M),(376M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(24M),-,-
Sale of Fixed Assets & Businesses,24M,2M,1M,1M,1M
Purchase/Sale of Investments,100M,78M,(277M),15M,33M
Purchase of Investments,-,-,(310M),-,-
Sale/Maturity of Investments,100M,78M,33M,15M,33M
Other Uses,(96M),(25M),315M,(74M),(50M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(352M),(496M),(581M),(428M),(291M)
Net Investing Cash Flow Growth,-,-40.91%,-17.14%,26.33%,32.01%
Net Investing Cash Flow / Sales,-1.29%,-1.63%,-1.79%,-1.17%,-0.60%
