Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,(77M),485M,(1.33B),171M,(136M)
Net Income Growth,-,729.87%,-374.23%,112.86%,-179.53%
"Depreciation, Depletion & Amortization",263M,257M,261M,270M,264M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(94M),(4M),(329M),(7M),(36M)
Deferred Taxes,(94M),(4M),(329M),(7M),(36M)
Investment Tax Credit,-,-,-,-,-
Other Funds,850M,74M,2.07B,211M,619M
Funds from Operations,942M,812M,671M,645M,711M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(591M),(37M),(148M),(188M),(303M)
Receivables,(41M),2M,(52M),(77M),(185M)
Accounts Payable,45M,35M,6M,(124M),275M
Other Assets/Liabilities,(241M),(61M),(183M),50M,(89M)
Net Operating Cash Flow,351M,775M,523M,457M,408M
Net Operating Cash Flow Growth,-,120.80%,-32.52%,-12.62%,-10.72%
Net Operating Cash Flow / Sales,13.00%,25.52%,18.88%,16.02%,13.26%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(567M),(535M),(582M),(766M),(893M)
Capital Expenditures Growth,-,5.64%,-8.79%,-31.62%,-16.58%
Capital Expenditures / Sales,-21.00%,-17.62%,-21.01%,-26.85%,-29.01%
Capital Expenditures (Fixed Assets),(567M),(535M),(582M),(766M),(893M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(85M),(12M),(665M),(535M),(112M)
Sale of Fixed Assets & Businesses,59M,114M,1M,56M,202M
Purchase/Sale of Investments,(178M),142M,(357M),(241M),(277M)
Purchase of Investments,(237M),(262M),(253M),(438M),(425M)
Sale/Maturity of Investments,59M,404M,(104M),197M,148M
Other Uses,10M,(211M),(143M),(146M),(154M)
Other Sources,-,-,-,49M,(16M)
Net Investing Cash Flow,(761M),(502M),(1.43B),(1.63B),(1.23B)
Net Investing Cash Flow Growth,-,34.03%,-184.06%,-14.45%,24.39%
Net Investing Cash Flow / Sales,-28.19%,-16.53%,-51.48%,-57.20%,-40.09%
