Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,349M,348M,450M,703M,374M
Funds from Operations Growth,-,-0.29%,29.31%,56.22%,-46.80%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,788M,805M,816M,797M,686M
Net Operating Cash Flow Growth,-,2.16%,1.37%,-2.33%,-13.93%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(96M),(144M),(155M),(121M),(191M)
Capital Expenditures Growth,-,-50.00%,-7.64%,21.94%,-57.85%
Capital Expenditures (Fixed Assets),(96M),(144M),(155M),(121M),(191M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(15M),-,-,(21M),-
Sale of Fixed Assets & Businesses,52M,-,28M,-,-
Purchase/Sale of Investments,(615M),(347M),(710M),(102M),(438M)
Purchase of Investments,(2.62B),(2.69B),(2.54B),(2.71B),(3.91B)
Sale/Maturity of Investments,2.01B,2.34B,1.83B,2.61B,3.47B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,446M,(26M),74M,36M,30M
Net Investing Cash Flow,(228M),(517M),(763M),(208M),(599M)
Net Investing Cash Flow Growth,-,-126.75%,-47.58%,72.74%,-187.98%
