Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,1.52B,2.59B,376M,12M,1.14B
Net Income Growth,-,70.47%,-85.46%,-96.81%,"9,358.33%"
"Depreciation, Depletion & Amortization",519M,523M,535M,525M,525M
Depreciation and Depletion,79M,82M,90M,80M,80M
Amortization of Intangible Assets,440M,441M,445M,445M,445M
Deferred Taxes & Investment Tax Credit,(68M),240M,(359M),(651M),(293M)
Deferred Taxes,(68M),240M,(359M),(651M),(293M)
Investment Tax Credit,-,-,-,-,-
Other Funds,811M,357M,839M,3.12B,1.04B
Funds from Operations,2.78B,3.71B,1.39B,3B,2.4B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(463M),(453M),1.81B,(1.16B),(601M)
Receivables,(281M),(422M),41M,699M,(452M)
Accounts Payable,31M,(20M),124M,(91M),(13M)
Other Assets/Liabilities,6M,(15M),(25M),(20M),(10M)
Net Operating Cash Flow,2.32B,3.25B,3.21B,1.84B,1.8B
Net Operating Cash Flow Growth,-,40.46%,-1.48%,-42.59%,-2.07%
Net Operating Cash Flow / Sales,37.12%,43.71%,44.26%,28.01%,28.99%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(119M),(139M),(156M),(247M),(143M)
Capital Expenditures Growth,-,-16.81%,-12.23%,-58.33%,42.11%
Capital Expenditures / Sales,-1.91%,-1.87%,-2.15%,-3.76%,-2.30%
Capital Expenditures (Fixed Assets),(119M),(139M),(156M),(247M),(143M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(92M),(54M),(1M),(30M),(1.1B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(347M),(31M),(78M),(16M),160M
Purchase of Investments,(1.17B),(844M),(674M),(641M),(493M)
Sale/Maturity of Investments,822M,813M,596M,625M,653M
Other Uses,(19M),(10M),(43M),(777M),776M
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(577M),(234M),(278M),(1.07B),(308M)
Net Investing Cash Flow Growth,-,59.45%,-18.80%,-284.89%,71.21%
Net Investing Cash Flow / Sales,-9.25%,-3.14%,-3.84%,-16.29%,-4.96%
