Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,769M,3.18B,4.05B,4.49B,928M
Net Income Growth,-,313.52%,27.20%,11.08%,-79.35%
"Depreciation, Depletion & Amortization",2.2B,2.13B,1.98B,2.05B,2.05B
Depreciation and Depletion,201M,223M,173M,198M,203M
Amortization of Intangible Assets,2B,1.9B,1.81B,1.86B,1.85B
Deferred Taxes & Investment Tax Credit,(91M),(34M),(745M),(194M),(600M)
Deferred Taxes,(91M),(34M),(745M),(194M),(600M)
Investment Tax Credit,-,-,-,-,-
Other Funds,3B,954M,880M,(169M),3.79B
Funds from Operations,5.88B,6.23B,6.16B,6.18B,6.17B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(990M),1.71B,(1.08B),(1.28B),(1.16B)
Receivables,(296M),590M,(749M),(785M),(611M)
Accounts Payable,72M,1.15B,174M,(258M),(190M)
Other Assets/Liabilities,(704M),(247M),(397M),153M,(249M)
Net Operating Cash Flow,4.89B,7.94B,5.08B,4.91B,5.01B
Net Operating Cash Flow Growth,-,62.27%,-36.04%,-3.29%,1.98%
Net Operating Cash Flow / Sales,35.03%,55.33%,34.09%,36.25%,34.32%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(195M),(217M),(187M),(162M),(143M)
Capital Expenditures Growth,-,-11.28%,13.82%,13.37%,11.73%
Capital Expenditures / Sales,-1.40%,-1.51%,-1.26%,-1.20%,-0.98%
Capital Expenditures (Fixed Assets),(195M),(217M),(187M),(162M),(143M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(525M),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,14M,6M,(36M),(1.4B),37M
Purchase of Investments,(40M),(17M),(46M),(1.41B),(5M)
Sale/Maturity of Investments,54M,23M,10M,8M,42M
Other Uses,(147M),(492M),(540M),(185M),(209M)
Other Sources,1M,21M,2M,21M,5M
Net Investing Cash Flow,(242M),(615M),(1.15B),(1.59B),130M
Net Investing Cash Flow Growth,-,-154.13%,-86.18%,-38.95%,108.17%
Net Investing Cash Flow / Sales,-1.73%,-4.29%,-7.69%,-11.75%,0.89%
