Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,464M,1.88B,1.9B,1.48B,1.32B
Net Income Growth,-,306.03%,0.80%,-22.27%,-10.77%
"Depreciation, Depletion & Amortization",855M,850M,852M,841M,828M
Depreciation and Depletion,209M,250M,(2M),204M,165M
Amortization of Intangible Assets,646M,600M,854M,637M,663M
Deferred Taxes & Investment Tax Credit,(46M),(127M),(189M),(251M),(263M)
Deferred Taxes,(46M),(127M),(189M),(251M),(263M)
Investment Tax Credit,-,-,-,-,-
Other Funds,1.6B,17M,(75M),545M,948M
Funds from Operations,2.87B,2.62B,2.49B,2.61B,2.83B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(938M),(206M),321M,(447M),(900M)
Receivables,(56M),(304M),(160M),(195M),(309M)
Accounts Payable,(127M),(104M),191M,42M,(140M)
Other Assets/Liabilities,268M,39M,375M,(382M),732M
Net Operating Cash Flow,1.93B,2.42B,2.81B,2.16B,1.93B
Net Operating Cash Flow Growth,-,25.22%,16.13%,-22.93%,-10.81%
Net Operating Cash Flow / Sales,29.51%,36.03%,41.11%,34.84%,29.51%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(185M),(242M),(287M),(190M),(246M)
Capital Expenditures Growth,-,-30.81%,-18.60%,33.80%,-29.47%
Capital Expenditures / Sales,-2.83%,-3.61%,-4.20%,-3.06%,-3.76%
Capital Expenditures (Fixed Assets),(185M),(242M),(287M),(190M),(246M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.63B),(13M),(890M),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,3B,346M,902M,32M,(1.96B)
Purchase of Investments,(406M),(1.05B),(2M),-,(1.98B)
Sale/Maturity of Investments,3.41B,1.4B,904M,32M,15M
Other Uses,17M,(18M),45M,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,1.21B,73M,(230M),(111M),(2.19B)
Net Investing Cash Flow Growth,-,-93.96%,-415.07%,51.74%,"-1,875.68%"
Net Investing Cash Flow / Sales,18.47%,1.09%,-3.37%,-1.79%,-33.53%
