Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Net Income before Extraordinaries,1.46B,380M,228M,100M,1.79B
Net Income Growth,-,-74.04%,-40.00%,-56.14%,"1,694.00%"
"Depreciation, Depletion & Amortization",130M,130M,132M,237M,231M
Depreciation and Depletion,62M,61M,63M,73M,68M
Amortization of Intangible Assets,68M,69M,69M,164M,163M
Deferred Taxes & Investment Tax Credit,58M,(111M),(16M),4M,118M
Deferred Taxes,58M,(111M),(16M),4M,118M
Investment Tax Credit,-,-,-,-,-
Other Funds,218M,253M,245M,342M,354M
Funds from Operations,1.87B,652M,589M,683M,2.5B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,532M,(89M),(426M),(575M),844M
Receivables,61M,44M,(10M),(579M),383M
Accounts Payable,107M,12M,(107M),191M,2M
Other Assets/Liabilities,11M,9M,(97M),124M,133M
Net Operating Cash Flow,2.4B,563M,163M,108M,3.34B
Net Operating Cash Flow Growth,-,-76.56%,-71.05%,-33.74%,"2,993.52%"
Net Operating Cash Flow / Sales,57.56%,21.98%,8.12%,4.04%,59.32%
Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Capital Expenditures,(30M),(24M),(42M),(65M),(61M)
Capital Expenditures Growth,-,20.00%,-75.00%,-54.76%,6.15%
Capital Expenditures / Sales,-0.72%,-0.94%,-2.09%,-2.43%,-1.08%
Capital Expenditures (Fixed Assets),(30M),(24M),(42M),(65M),(61M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(19M),-,-,(5.68B),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(170M),(359M),919M,346M,(223M)
Purchase of Investments,(369M),(585M),(257M),(61M),(265M)
Sale/Maturity of Investments,199M,226M,1.18B,407M,42M
Other Uses,(65M),(97M),(125M),(208M),(289M)
Other Sources,-,2M,-,-,-
Net Investing Cash Flow,(262M),(437M),796M,(5.48B),(428M)
Net Investing Cash Flow Growth,-,-66.79%,282.15%,-788.19%,92.19%
Net Investing Cash Flow / Sales,-6.28%,-17.06%,39.66%,-204.94%,-7.60%
