Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,449M,371M,487M,581M,606M
Net Income Growth,-,-17.37%,31.27%,19.30%,4.30%
"Depreciation, Depletion & Amortization",369M,371M,379M,373M,375M
Depreciation and Depletion,336M,339M,347M,342M,345M
Amortization of Intangible Assets,33M,32M,32M,31M,30M
Deferred Taxes & Investment Tax Credit,(65M),12M,(52M),24M,48M
Deferred Taxes,(65M),12M,(52M),24M,48M
Investment Tax Credit,-,-,-,-,-
Other Funds,144M,102M,(214M),(204M),(241M)
Funds from Operations,897M,856M,600M,774M,788M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(126M),39M,423M,(240M),(30M)
Receivables,(158M),(97M),92M,7M,48M
Accounts Payable,183M,269M,381M,238M,(29M)
Other Assets/Liabilities,(125M),(43M),(19M),(326M),228M
Net Operating Cash Flow,771M,895M,1.02B,534M,758M
Net Operating Cash Flow Growth,-,16.08%,14.30%,-47.80%,41.95%
Net Operating Cash Flow / Sales,22.05%,24.78%,27.87%,14.55%,21.04%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(324M),(401M),(623M),(383M),(353M)
Capital Expenditures Growth,-,-23.77%,-55.36%,38.52%,7.83%
Capital Expenditures / Sales,-9.27%,-11.10%,-16.97%,-10.44%,-9.80%
Capital Expenditures (Fixed Assets),(324M),(401M),(623M),(383M),(353M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,95M,-,1M,74M,-
Purchase/Sale of Investments,85M,2M,(3M),-,(6M)
Purchase of Investments,-,-,-,-,(6M)
Sale/Maturity of Investments,85M,2M,(3M),-,-
Other Uses,4M,(6M),(28M),(9M),(22M)
Other Sources,-,-,(3M),-,-
Net Investing Cash Flow,(127M),(388M),(616M),(278M),(289M)
Net Investing Cash Flow Growth,-,-205.51%,-58.76%,54.87%,-3.96%
Net Investing Cash Flow / Sales,-3.63%,-10.74%,-16.78%,-7.57%,-8.02%
