Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Net Income before Extraordinaries,120M,192M,236M,259M,151M
Net Income Growth,-,60.00%,22.92%,9.75%,-41.70%
"Depreciation, Depletion & Amortization",19M,19M,21M,20M,19M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,3M,13M,(36M),20M,(8M)
Deferred Taxes,3M,13M,(36M),20M,(8M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(5M),14M,10M,11M,72M
Funds from Operations,137M,238M,231M,310M,234M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,108M,(53M),(81M),38M,19M
Receivables,69M,(55M),(131M),127M,(18M)
Accounts Payable,69M,(36M),79M,(75M),69M
Other Assets/Liabilities,1M,26M,12M,(40M),11M
Net Operating Cash Flow,245M,185M,150M,348M,253M
Net Operating Cash Flow Growth,-,-24.49%,-18.92%,132.00%,-27.30%
Net Operating Cash Flow / Sales,30.10%,20.40%,15.14%,33.79%,25.61%
Item,30-Apr-2021,31-Jul-2021,31-Oct-2021,31-Jan-2022,30-Apr-2022
Capital Expenditures,(22M),(15M),(20M),(30M),(73M)
Capital Expenditures Growth,-,31.82%,-33.33%,-50.00%,-143.33%
Capital Expenditures / Sales,-2.70%,-1.65%,-2.02%,-2.91%,-7.39%
Capital Expenditures (Fixed Assets),(21M),(14M),(19M),(29M),(76M)
Capital Expenditures (Other Assets),(1M),(1M),(1M),(1M),3M
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,2M,(2M)
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(22M),(15M),(20M),(28M),(64M)
Net Investing Cash Flow Growth,-,31.82%,-33.33%,-40.00%,-128.57%
Net Investing Cash Flow / Sales,-2.70%,-1.65%,-2.02%,-2.72%,-6.48%
