Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,295M,666M,1.35B,711M,(453M)
Net Income Growth,-,125.76%,101.95%,-47.14%,-163.71%
"Depreciation, Depletion & Amortization",673M,700M,710M,773M,762M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(5M),(12M),288M,246M,(101M)
Deferred Taxes,(5M),(12M),288M,246M,(101M)
Investment Tax Credit,-,-,-,-,-
Other Funds,359M,141M,(805M),(6M),1.5B
Funds from Operations,1.32B,1.5B,1.54B,1.72B,1.71B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(534M),(200M),(1.04B),(599M),(1.47B)
Receivables,3M,(130M),(390M),28M,(143M)
Accounts Payable,(63M),13M,185M,52M,17M
Other Assets/Liabilities,(453M),(214M),(792M),(567M),(1.29B)
Net Operating Cash Flow,788M,1.3B,502M,1.13B,236M
Net Operating Cash Flow Growth,-,64.34%,-61.24%,124.10%,-79.02%
Net Operating Cash Flow / Sales,25.94%,40.77%,12.94%,26.29%,6.10%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(1.35B),(1.53B),(1.83B),(1.66B),(1.68B)
Capital Expenditures Growth,-,-13.34%,-19.82%,9.44%,-1.33%
Capital Expenditures / Sales,-44.40%,-48.14%,-47.22%,-38.77%,-43.46%
Capital Expenditures (Fixed Assets),(1.35B),(1.53B),(1.83B),(1.66B),(1.68B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,495M,-,-
Purchase/Sale of Investments,21M,(14M),1.68B,121M,224M
Purchase of Investments,(924M),(628M),(666M),(839M),(1.04B)
Sale/Maturity of Investments,945M,614M,2.34B,960M,1.27B
Other Uses,(112M),(1.3B),21M,(36M),(2.12B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.46B),(2.84B),360M,(1.57B),(3.57B)
Net Investing Cash Flow Growth,-,-94.45%,112.68%,-537.22%,-127.06%
Net Investing Cash Flow / Sales,-48.06%,-89.39%,9.28%,-36.78%,-92.40%
