Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,274.1M,266.6M,215.3M,250.2M,279.3M
Net Income Growth,-,-2.74%,-19.24%,16.21%,11.63%
"Depreciation, Depletion & Amortization",46.6M,48.2M,51.2M,71.4M,71.1M
Depreciation and Depletion,22.2M,23.6M,-,30.5M,30.4M
Amortization of Intangible Assets,24.4M,24.6M,-,40.9M,40.7M
Deferred Taxes & Investment Tax Credit,400K,(3.6M),-,(5M),(3.6M)
Deferred Taxes,400K,(3.6M),-,(5M),(3.6M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(17.7M),13.2M,30.5M,27.6M,29.8M
Funds from Operations,303.4M,324.4M,297M,344.2M,376.6M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(303.1M),(32.6M),(149.1M),36.6M,3.7M
Receivables,(124.8M),(183M),(293.3M),(125M),105.2M
Accounts Payable,144.7M,72.2M,194.8M,87.8M,122.8M
Other Assets/Liabilities,(179.7M),37.8M,12.9M,204.1M,(244.9M)
Net Operating Cash Flow,300K,291.8M,147.9M,380.8M,380.3M
Net Operating Cash Flow Growth,-,"97,166.67%",-49.31%,157.47%,-0.13%
Net Operating Cash Flow / Sales,0.01%,5.51%,2.67%,6.40%,6.19%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(17.8M),(27.7M),(33.8M),(41.3M),(22.3M)
Capital Expenditures Growth,-,-55.62%,-22.02%,-22.19%,46.00%
Capital Expenditures / Sales,-0.35%,-0.52%,-0.61%,-0.69%,-0.36%
Capital Expenditures (Fixed Assets),(17.8M),(27.7M),(33.8M),(41.3M),(22.3M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,1.3M,(128.1M),(2.37B),-,(28M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,36M,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,36M,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,5.9M,(800K),1.9M,6.6M
Net Investing Cash Flow,19.5M,(155.8M),(2.4B),(41.3M),(50.3M)
Net Investing Cash Flow Growth,-,-898.97%,"-1,440.24%",98.28%,-21.79%
Net Investing Cash Flow / Sales,0.38%,-2.94%,-43.34%,-0.69%,-0.82%
