Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,98.85M,93.85M,65.34M,72.45M,100.3M
Net Income Growth,-,-5.06%,-30.38%,10.88%,38.45%
"Depreciation, Depletion & Amortization",23.31M,23.62M,23.69M,24.85M,24.33M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,324K,3.94M,(569K),2.05M,457K
Deferred Taxes,324K,3.94M,(569K),2.05M,457K
Investment Tax Credit,-,-,-,-,-
Other Funds,5.02M,7.3M,7.87M,9.12M,7.08M
Funds from Operations,127.5M,128.71M,96.32M,108.45M,132.17M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(27.78M),(49M),6.57M,(20.92M),(4.88M)
Receivables,-,-,-,(2.15M),(39M)
Accounts Payable,-,-,-,(16.93M),27.68M
Other Assets/Liabilities,(27.78M),(49M),39.42M,(1.99M),6.77M
Net Operating Cash Flow,99.72M,79.71M,102.89M,87.53M,127.29M
Net Operating Cash Flow Growth,-,-20.07%,29.09%,-14.93%,45.42%
Net Operating Cash Flow / Sales,15.62%,12.26%,17.14%,14.82%,17.83%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(5.4M),(6.8M),(7.16M),(8M),(7.89M)
Capital Expenditures Growth,-,-25.89%,-5.31%,-11.62%,1.36%
Capital Expenditures / Sales,-0.85%,-1.05%,-1.19%,-1.35%,-1.10%
Capital Expenditures (Fixed Assets),(5.4M),(6.8M),(7.16M),(8M),(7.89M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(11.41M),(11.31M),(106.41M),(13.22M),(36.36M)
Sale of Fixed Assets & Businesses,5.31M,553K,3.47M,1.29M,2M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(21K),-,163K,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(11.52M),(17.52M),(110.07M),(19.93M),(42.1M)
Net Investing Cash Flow Growth,-,-52.12%,-528.21%,81.89%,-111.28%
Net Investing Cash Flow / Sales,-1.80%,-2.69%,-18.33%,-3.37%,-5.90%
