Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,792M,805M,816M,925M,907M
Funds from Operations Growth,-,1.64%,1.37%,13.36%,-1.95%
Changes in Working Capital,(5M),(121M),(82M),(367M),(128M)
Receivables,(21M),(59M),(51M),40M,(12M)
Inventories,-,-,-,-,-
Accounts Payable,30M,9M,(1M),(13M),5M
Other Assets/Liabilities,(86M),(32M),(72M),(329M),(184M)
Net Operating Cash Flow,787M,684M,734M,558M,779M
Net Operating Cash Flow Growth,-,-13.09%,7.31%,-23.98%,39.61%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(307M),(283M),(337M),(281M),(303M)
Capital Expenditures Growth,-,7.82%,-19.08%,16.62%,-7.83%
Capital Expenditures (Fixed Assets),(307M),(283M),(337M),(281M),(303M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(11M),(12M),(84M),(3M),(12M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,(5M),(5M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(305M),(295M),(421M),(289M),(320M)
