Item,31-May-2021,31-Aug-2021,30-Nov-2021,28-Feb-2022,31-May-2022
Net Income before Extraordinaries,1.17B,613M,3.53B,806M,229M
Net Income Growth,-,-47.74%,476.02%,-77.17%,-71.59%
"Depreciation, Depletion & Amortization",507M,518M,500M,524M,478M
Depreciation and Depletion,402M,-,335M,349M,330M
Amortization of Intangible Assets,155M,-,165M,175M,148M
Deferred Taxes & Investment Tax Credit,54M,443M,164M,(70M),(262M)
Deferred Taxes,54M,443M,164M,(70M),(262M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(342M),(276M),(2.54B),37M,(549M)
Funds from Operations,1.39B,1.3B,1.66B,1.3B,(104M)
Extraordinaries,-,-,-,-,-
Changes in Working Capital,362M,(53M),(558M),(210M),1.73B
Receivables,(341M),(554M),(127M),622M,230M
Accounts Payable,184M,(85M),1.34B,(1.29B),721M
Other Assets/Liabilities,(81M),(232M),(94M),(90M),446M
Net Operating Cash Flow,1.75B,1.25B,1.1B,1.09B,1.63B
Net Operating Cash Flow Growth,-,-28.92%,-11.88%,-1.00%,49.77%
Net Operating Cash Flow / Sales,5.15%,3.64%,3.24%,3.22%,4.99%
Item,31-May-2021,31-Aug-2021,30-Nov-2021,28-Feb-2022,31-May-2022
Capital Expenditures,(309M),(378M),(454M),(416M),(371M)
Capital Expenditures Growth,-,-22.33%,-20.11%,8.37%,10.82%
Capital Expenditures / Sales,-0.91%,-1.10%,-1.34%,-1.23%,-1.14%
Capital Expenditures (Fixed Assets),(309M),(378M),(454M),(416M),(371M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(80M),(37M),(1.8B),(2.23B),(122M)
Sale of Fixed Assets & Businesses,210M,5.72B,202M,273M,334M
Purchase/Sale of Investments,-,-,-,-,1M
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,1M
Other Uses,57M,14M,-,-,-
Other Sources,-,-,-,-,160M
Net Investing Cash Flow,15M,5.41B,(1.96B),(2.33B),919M
Net Investing Cash Flow Growth,-,"35,986.67%",-136.17%,-19.05%,139.43%
Net Investing Cash Flow / Sales,0.04%,15.80%,-5.78%,-6.91%,2.82%
