Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,266.81M,305.46M,217.18M,249.64M,(665.05M)
Net Income Growth,-,14.49%,-28.90%,14.95%,-366.41%
"Depreciation, Depletion & Amortization",472.44M,468.54M,384.5M,476.13M,476.26M
Depreciation and Depletion,124.67M,124.49M,131.52M,121.22M,121.69M
Amortization of Intangible Assets,347.77M,344.04M,252.98M,354.91M,354.57M
Deferred Taxes & Investment Tax Credit,(34.79M),(44.83M),(53.05M),(80.84M),(99.16M)
Deferred Taxes,(34.79M),(44.83M),(53.05M),(80.84M),(99.16M)
Investment Tax Credit,-,-,-,-,-
Other Funds,50.37M,62.73M,205.95M,61.59M,1.05B
Funds from Operations,754.83M,791.9M,754.58M,706.52M,765.37M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(244.6M),126.07M,(1.36M),(76.52M),(197.24M)
Receivables,(54.44M),(31.79M),(42.17M),(34.19M),(46.39M)
Accounts Payable,(75.53M),189.55M,18.51M,25.38M,(96.5M)
Other Assets/Liabilities,(114.63M),(31.69M),22.31M,(67.71M),(54.35M)
Net Operating Cash Flow,510.24M,917.97M,753.22M,630M,568.13M
Net Operating Cash Flow Growth,-,79.91%,-17.95%,-16.36%,-9.82%
Net Operating Cash Flow / Sales,23.87%,41.68%,34.33%,29.22%,24.91%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(133.42M),(131.17M),(142.47M),(156.1M),(167.93M)
Capital Expenditures Growth,-,1.69%,-8.62%,-9.57%,-7.57%
Capital Expenditures / Sales,-6.24%,-5.96%,-6.49%,-7.24%,-7.36%
Capital Expenditures (Fixed Assets),(133.42M),(131.17M),(142.47M),(156.1M),(167.93M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(932.03M),(3.27M),(865.06M),(4.73M),(34.96M)
Sale of Fixed Assets & Businesses,-,-,69.99M,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,46.32M,(46.32M),-,-
Net Investing Cash Flow,(1.07B),(133.93M),(927.97M),(160.82M),(202.87M)
Net Investing Cash Flow Growth,-,87.42%,-592.88%,82.67%,-26.15%
Net Investing Cash Flow / Sales,-49.83%,-6.08%,-42.30%,-7.46%,-8.89%
