Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,199M,200M,135M,258M,253M
Funds from Operations Growth,-,0.50%,-32.50%,91.11%,-1.94%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(418M),97M,98M,11M,173M
Net Operating Cash Flow,(219M),297M,233M,269M,426M
Net Operating Cash Flow Growth,-,235.62%,-21.55%,15.45%,58.36%
Net Operating Cash Flow / Interest Income,-37.89%,51.38%,39.83%,48.29%,69.27%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(31M),(69M),(53M),(53M),(49M)
Capital Expenditures (Fixed Assets),(31M),(69M),(53M),(53M),(49M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(3.6B),(1.88B),(4.9B),1.33B,3.61B
Purchase of Investments,(4.82B),(3.1B),(6.11B),(4.7B),(1.29B)
Sale/Maturity of Investments,1.22B,1.22B,1.21B,6.03B,4.9B
Increase in Loans,-,-,-,(355M),(1.12B)
Decrease in Loans,2.13B,787M,(142M),29M,13M
Other Uses,-,-,-,-,-
Other Sources,(3M),(2M),23M,4M,7M
Net Investing Cash Flow,(1.51B),(1.17B),(5.07B),950M,2.46B
Net Investing Cash Flow Growth,-,22.56%,-334.70%,118.73%,158.53%
Net Investing Cash Flow / Interest Income,-260.73%,-201.90%,-867.18%,170.56%,399.35%
