Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,1.7B,1.16B,1.79B,1.73B,1.68B
Net Income Growth,-,-31.84%,54.40%,-3.52%,-2.61%
"Depreciation, Depletion & Amortization",525M,554M,587M,565M,552M
Depreciation and Depletion,178M,189M,193M,179M,179M
Amortization of Intangible Assets,347M,365M,394M,386M,373M
Deferred Taxes & Investment Tax Credit,-,-,-,-,-
Deferred Taxes,-,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,(60M),483M,97M,104M,199M
Funds from Operations,2.16B,2.2B,2.47B,2.39B,2.43B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(44M),(161M),(139M),(426M),(431M)
Receivables,(130M),(81M),(459M),80M,(225M)
Accounts Payable,(32M),170M,449M,(131M),120M
Other Assets/Liabilities,(96M),(41M),(106M),(22M),(77M)
Net Operating Cash Flow,2.12B,2.03B,2.33B,1.97B,2B
Net Operating Cash Flow Growth,-,-4.06%,14.70%,-15.65%,1.63%
Net Operating Cash Flow / Sales,29.37%,28.14%,28.63%,25.60%,25.80%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(305M),(318M),(420M),(250M),(296M)
Capital Expenditures Growth,-,-4.26%,-32.08%,40.48%,-18.40%
Capital Expenditures / Sales,-4.23%,-4.40%,-5.15%,-3.25%,-3.82%
Capital Expenditures (Fixed Assets),(305M),(318M),(420M),(250M),(296M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(646M),(9.56B),(333M),(17M),(60M)
Sale of Fixed Assets & Businesses,1M,-,-,2M,7M
Purchase/Sale of Investments,(119M),(184M),(128M),(257M),(54M)
Purchase of Investments,(132M),(232M),(150M),(274M),(54M)
Sale/Maturity of Investments,13M,48M,22M,17M,-
Other Uses,-,-,-,-,-
Other Sources,1M,(13M),-,-,-
Net Investing Cash Flow,(1.07B),(10.05B),(879M),(503M),(400M)
Net Investing Cash Flow Growth,-,-841.71%,91.25%,42.78%,20.48%
Net Investing Cash Flow / Sales,-14.78%,-139.00%,-10.79%,-6.54%,-5.16%
