Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,371.5M,380.2M,449.9M,194.6M,370M
Net Income Growth,-,2.34%,18.33%,-56.75%,90.13%
"Depreciation, Depletion & Amortization",53.5M,51.1M,54.2M,55.2M,55.7M
Depreciation and Depletion,32.3M,32.4M,34M,35.8M,34.9M
Amortization of Intangible Assets,21.2M,18.7M,20.2M,19.4M,20.8M
Deferred Taxes & Investment Tax Credit,-,-,-,-,-
Deferred Taxes,-,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,(12.1M),22.5M,31.5M,89.9M,2.3M
Funds from Operations,412.9M,453.8M,535.6M,339.7M,428M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(247.7M),80.5M,1.17B,(884.2M),(623.4M)
Receivables,(712.9M),(39M),(1.33B),1.14B,(191.7M)
Accounts Payable,803.1M,79.4M,1.99B,(1.76B),(100.9M)
Other Assets/Liabilities,(337.9M),40.1M,511.3M,(271M),(330.8M)
Net Operating Cash Flow,165.2M,534.3M,1.71B,(544.5M),(195.4M)
Net Operating Cash Flow Growth,-,223.43%,219.45%,-131.90%,64.11%
Net Operating Cash Flow / Sales,4.63%,15.55%,44.26%,-15.97%,-5.48%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(10.5M),(19.7M),(623.2M),(23.2M),(19.3M)
Capital Expenditures Growth,-,-87.62%,"-3,063.45%",96.28%,16.81%
Capital Expenditures / Sales,-0.29%,-0.57%,-16.16%,-0.68%,-0.54%
Capital Expenditures (Fixed Assets),(10.5M),(19.7M),(623.2M),(23.2M),(19.3M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(29.6M),(400K),(149.7M),(252.9M),(26.4M)
Sale of Fixed Assets & Businesses,116.9M,(300K),(2.5M),-,-
Purchase/Sale of Investments,-,-,-,(92.7M),92.7M
Purchase of Investments,-,-,-,(92.7M),92.7M
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,(86.5M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,75.2M,(20.4M),(772.9M),(368.1M),(40.2M)
Net Investing Cash Flow Growth,-,-127.13%,"-3,688.73%",52.37%,89.08%
Net Investing Cash Flow / Sales,2.11%,-0.59%,-20.04%,-10.79%,-1.13%
