Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,1.93B,1.71B,1.76B,1.55B,1.68B
Net Income Growth,-,-11.70%,3.22%,-11.87%,8.31%
"Depreciation, Depletion & Amortization",745M,725M,655M,752M,684M
Depreciation and Depletion,622M,670M,568M,664M,599M
Amortization of Intangible Assets,123M,55M,87M,88M,85M
Deferred Taxes & Investment Tax Credit,244M,100M,(210M),253M,95M
Deferred Taxes,244M,100M,(210M),253M,95M
Investment Tax Credit,-,-,-,-,-
Other Funds,(117M),347M,(169M),637M,(150M)
Funds from Operations,2.8B,2.88B,2.04B,3.19B,2.31B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(800M),(157M),538M,(1.59B),(456M)
Receivables,(1.04B),(319M),90M,(741M),(26M)
Accounts Payable,746M,130M,971M,86M,(17M)
Other Assets/Liabilities,291M,256M,(257M),(493M),52M
Net Operating Cash Flow,2B,2.72B,2.58B,1.6B,1.85B
Net Operating Cash Flow Growth,-,35.78%,-5.37%,-37.75%,15.66%
Net Operating Cash Flow / Sales,14.43%,18.34%,17.93%,10.50%,11.84%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(334M),(415M),(1.16B),(317M),(458M)
Capital Expenditures Growth,-,-24.25%,-178.31%,72.55%,-44.48%
Capital Expenditures / Sales,-2.41%,-2.80%,-8.04%,-2.08%,-2.92%
Capital Expenditures (Fixed Assets),(334M),(415M),(461M),(317M),(458M)
Capital Expenditures (Other Assets),-,-,(694M),-,-
Net Assets from Acquisitions,-,-,(22M),-,-
Sale of Fixed Assets & Businesses,12M,5M,93M,15M,11M
Purchase/Sale of Investments,(326M),(347M),(295M),(50M),77M
Purchase of Investments,(425M),(464M),(410M),(191M),(200M)
Sale/Maturity of Investments,99M,117M,115M,141M,277M
Other Uses,-,(10M),-,(15M),(26M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(755M),(767M),(1.38B),(367M),(396M)
Net Investing Cash Flow Growth,-,-1.59%,-79.79%,73.39%,-7.90%
Net Investing Cash Flow / Sales,-5.44%,-5.17%,-9.60%,-2.40%,-2.53%
