Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,585M,562M,512M,670M,744M
Funds from Operations Growth,-,-3.93%,-8.90%,30.86%,11.04%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(88M),118M,56M,(358M),92M
Net Operating Cash Flow,497M,680M,568M,312M,836M
Net Operating Cash Flow Growth,-,36.82%,-16.47%,-45.07%,167.95%
Net Operating Cash Flow / Interest Income,49.40%,67.59%,53.79%,29.66%,72.38%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(35M),(41M),(51M),(101M),(175M)
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),(35M),(41M),(51M),(101M),(175M)
Net Assets from Acquisitions,-,-,(1.18B),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(2.18B),181M,267M,(1.96B),(1.04B)
Purchase of Investments,(3.79B),(1.34B),(1.23B),(4.36B),(2.43B)
Sale/Maturity of Investments,1.61B,1.52B,1.5B,2.4B,1.39B
Increase in Loans,(875M),(456M),(310M),(1.91B),(4.27B)
Decrease in Loans,1.89B,1.6B,(1.04B),638M,180M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.2B),1.29B,(2.32B),(3.33B),(5.3B)
Net Investing Cash Flow Growth,-,207.33%,-280.12%,-43.41%,-59.39%
Net Investing Cash Flow / Interest Income,-119.28%,128.03%,-219.70%,-316.25%,-459.13%
