Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,83.25M,199.18M,128.08M,77.14M,105.51M
Net Income Growth,-,139.26%,-35.70%,-39.77%,36.78%
"Depreciation, Depletion & Amortization",60.41M,58.83M,58.68M,57.91M,56.72M
Depreciation and Depletion,18.47M,17.86M,17.91M,17.32M,16.18M
Amortization of Intangible Assets,41.95M,40.97M,40.77M,40.6M,40.54M
Deferred Taxes & Investment Tax Credit,625K,(1.12M),(110.17M),409K,528K
Deferred Taxes,625K,(1.12M),(110.17M),409K,528K
Investment Tax Credit,-,-,-,-,-
Other Funds,25.59M,(97.47M),(13.69M),1.1M,1.07M
Funds from Operations,169.87M,159.42M,62.9M,136.57M,163.83M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(15.59M),25.96M,138.78M,(74.46M),(124.07M)
Receivables,(10.86M),9.33M,13.23M,(27.81M),(16.13M)
Accounts Payable,37.06M,51.55M,9.84M,(36.98M),(1.74M)
Other Assets/Liabilities,(38.22M),(37.62M),115.9M,10.17M,(77.36M)
Net Operating Cash Flow,154.28M,185.39M,201.68M,62.1M,39.76M
Net Operating Cash Flow Growth,-,20.16%,8.79%,-69.21%,-35.98%
Net Operating Cash Flow / Sales,21.62%,26.47%,26.47%,9.68%,5.64%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(17.38M),(15.43M),(19.53M),(13.08M),(19.37M)
Capital Expenditures Growth,-,11.23%,-26.55%,33.03%,-48.09%
Capital Expenditures / Sales,-2.44%,-2.20%,-2.56%,-2.04%,-2.75%
Capital Expenditures (Fixed Assets),(17.38M),(15.43M),(19.53M),(13.08M),(19.37M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.78M),(715K),(336K),-,(22.97M)
Sale of Fixed Assets & Businesses,243K,225.5M,(991K),262K,268K
Purchase/Sale of Investments,-,(11.12M),-,-,-
Purchase of Investments,-,(18.42M),-,-,-
Sale/Maturity of Investments,-,7.3M,-,-,-
Other Uses,(1.38M),1.1M,(201K),(119K),(161K)
Other Sources,8.85M,5.03M,1.09M,-,(4.37M)
Net Investing Cash Flow,(11.01M),199.33M,(11.19M),(12.94M),(31.92M)
Net Investing Cash Flow Growth,-,"1,910.97%",-105.61%,-15.59%,-146.75%
Net Investing Cash Flow / Sales,-1.54%,28.47%,-1.47%,-2.02%,-4.53%
