Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,39.35M,21.81M,52.59M,51.82M,76.98M
Net Income Growth,-,-44.58%,141.14%,-1.46%,48.54%
"Depreciation, Depletion & Amortization",7.6M,8.31M,10.97M,15.56M,15.25M
Depreciation and Depletion,5.09M,5.8M,-,9.77M,8.96M
Amortization of Intangible Assets,2.51M,2.51M,-,5.79M,6.29M
Deferred Taxes & Investment Tax Credit,5.24M,1.34M,(2.45M),3.17M,12.45M
Deferred Taxes,5.24M,1.34M,(2.45M),3.17M,12.45M
Investment Tax Credit,-,-,-,-,-
Other Funds,26.95M,58.78M,43.22M,51.04M,55.31M
Funds from Operations,79.14M,90.24M,104.33M,121.58M,159.98M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(13.48M),23.12M,(7.16M),(19.14M),40.67M
Receivables,(44.81M),5.46M,(58.09M),(24.22M),51.77M
Accounts Payable,10.51M,24.9M,45.4M,(1.81M),12.03M
Other Assets/Liabilities,23.7M,20.41M,11.15M,28.93M,10.7M
Net Operating Cash Flow,65.66M,113.35M,97.17M,102.44M,200.65M
Net Operating Cash Flow Growth,-,72.64%,-14.27%,5.42%,95.87%
Net Operating Cash Flow / Sales,20.77%,32.25%,23.54%,23.21%,37.84%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(16.43M),(12.93M),(13.21M),(12.38M),(8.69M)
Capital Expenditures Growth,-,21.28%,-2.13%,6.31%,29.77%
Capital Expenditures / Sales,-5.20%,-3.68%,-3.20%,-2.80%,-1.64%
Capital Expenditures (Fixed Assets),(16.43M),(12.68M),(13.21M),(12.38M),(8.69M)
Capital Expenditures (Other Assets),-,(250K),-,-,-
Net Assets from Acquisitions,-,-,(180.41M),(24.63M),(3.06M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(20M),(523.49M),(362.9M),76.74M,56.24M
Purchase of Investments,(20M),(558.49M),(389.47M),-,(60.06M)
Sale/Maturity of Investments,-,35M,26.57M,76.74M,116.3M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(36.43M),(536.42M),(556.52M),39.74M,44.49M
Net Investing Cash Flow Growth,-,"-1,372.55%",-3.75%,107.14%,11.97%
Net Investing Cash Flow / Sales,-11.53%,-152.60%,-134.84%,9.00%,8.39%
