Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,1.56B,1.49B,1.51B,1.64B,1.67B
Funds from Operations Growth,-,-4.17%,1.34%,8.45%,1.40%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(11M),127M,(172M),92M,(53M)
Net Operating Cash Flow,1.55B,1.62B,1.34B,1.73B,1.61B
Net Operating Cash Flow Growth,-,4.72%,-17.21%,29.21%,-7.04%
Net Operating Cash Flow / Interest Income,59.79%,60.62%,48.94%,63.38%,55.30%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(56M),(49M),(48M),(51M),(48M)
Capital Expenditures (Fixed Assets),(56M),(49M),(48M),(51M),(48M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,526M,719M,976M,815M,441M
Purchase of Investments,(29M),(79M),(62M),(37M),(105M)
Sale/Maturity of Investments,555M,798M,1.04B,852M,546M
Increase in Loans,-,-,(4.32B),(103M),(6.19B)
Decrease in Loans,(1.72B),-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.25B),(1.51B),(3.39B),661M,(5.79B)
Net Investing Cash Flow Growth,-,-21.09%,-124.57%,119.49%,-976.55%
Net Investing Cash Flow / Interest Income,-48.17%,-56.47%,-123.67%,24.16%,-198.77%
