Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,1.25B,749M,848M,1.47B,1.2B
Funds from Operations Growth,-,-39.84%,13.22%,73.35%,-18.57%
Changes in Working Capital,3M,665M,681M,(2.09B),167M
Receivables,(276M),215M,84M,(429M),(549M)
Inventories,-,-,-,-,-
Accounts Payable,(43M),50M,291M,-,-
Other Assets/Liabilities,(204M),(172M),(137M),(131M),180M
Net Operating Cash Flow,1.25B,1.41B,1.53B,(618M),1.36B
Net Operating Cash Flow Growth,-,13.30%,8.13%,-140.42%,320.71%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(82M),(117M),(138M),(122M),(117M)
Capital Expenditures Growth,-,-42.68%,-17.95%,11.59%,4.10%
Capital Expenditures (Fixed Assets),(82M),(117M),(138M),(122M),(117M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(363M),(38M),(458M),(24M),(127M)
Sale of Fixed Assets & Businesses,81M,3M,-,(4M),139M
Purchase/Sale of Investments,(6M),4M,11M,(8M),(3M)
Purchase of Investments,(2M),2M,(5M),(8M),(3M)
Sale/Maturity of Investments,(4M),2M,16M,-,-
Other Uses,-,(4M),6M,(1M),1M
Other Sources,-,-,4M,-,8M
Net Investing Cash Flow,(370M),(152M),(575M),(159M),(99M)
