Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,468M,587.8M,553.6M,492.1M,358.9M
Net Income Growth,-,25.60%,-5.82%,-11.11%,-27.07%
"Depreciation, Depletion & Amortization",187.1M,186.1M,382.9M,210.4M,207.9M
Depreciation and Depletion,46.4M,93.9M,290M,143.3M,43.8M
Amortization of Intangible Assets,92.4M,92.2M,92.9M,67.1M,66.4M
Deferred Taxes & Investment Tax Credit,(57.7M),(16.5M),26.1M,(19M),(16.5M)
Deferred Taxes,(57.7M),(16.5M),26.1M,(19M),(16.5M)
Investment Tax Credit,-,-,-,-,-
Other Funds,77.4M,64.7M,(86.2M),35.8M,46.7M
Funds from Operations,674.8M,822.1M,876.4M,719.3M,597M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(187.6M),(54.8M),(178.9M),(363.3M),(24.5M)
Receivables,60.5M,(215M),93.1M,(64.1M),(38.4M)
Accounts Payable,(27.4M),78.9M,(44.8M),(5.5M),137.4M
Other Assets/Liabilities,(207.9M),70.3M,(236.5M),(256.3M),(125.2M)
Net Operating Cash Flow,487.2M,767.3M,697.5M,356M,572.5M
Net Operating Cash Flow Growth,-,57.49%,-9.10%,-48.96%,60.81%
Net Operating Cash Flow / Sales,12.69%,18.89%,17.20%,9.13%,15.49%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(97.2M),(117.8M),(150M),(117.2M),(143.3M)
Capital Expenditures Growth,-,-21.19%,-27.33%,21.87%,-22.27%
Capital Expenditures / Sales,-2.53%,-2.90%,-3.70%,-3.01%,-3.88%
Capital Expenditures (Fixed Assets),(97.2M),(117.8M),(150M),(117.2M),(143.3M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(291.9M),(170.9M),(455.1M),(99.8M)
Sale of Fixed Assets & Businesses,13.2M,100K,71.4M,1M,100K
Purchase/Sale of Investments,(6.4M),2.3M,(5M),(1.8M),(2.5M)
Purchase of Investments,(6.4M),(8.1M),(7.8M),(2.2M),(2.5M)
Sale/Maturity of Investments,-,10.4M,2.8M,400K,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(90.4M),(407.3M),(254.5M),(573.1M),(242.5M)
Net Investing Cash Flow Growth,-,-350.55%,37.52%,-125.19%,57.69%
Net Investing Cash Flow / Sales,-2.35%,-10.03%,-6.27%,-14.70%,-6.56%
