Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,466.68M,486.22M,531.4M,597M,546M
Funds from Operations Growth,-,4.19%,9.29%,12.34%,-8.54%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(96.89M),58.98M,630.71M,(228M),(183M)
Net Operating Cash Flow,369.79M,545.19M,1.16B,369M,363M
Net Operating Cash Flow Growth,-,47.43%,113.16%,-68.25%,-1.63%
Net Operating Cash Flow / Interest Income,34.30%,48.78%,99.58%,31.03%,27.58%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(294.45M),(57.54M),(65.43M),(73M),(699M)
Capital Expenditures (Fixed Assets),(44.45M),(47.54M),(60.19M),(55M),(49M)
Capital Expenditures (Other Assets),(250M),(10M),(5.24M),(18M),(650M)
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(1.01B),(1.33B),(1.41B),(4.42B),(790M)
Purchase of Investments,(1.72B),(1.99B),(2.05B),(4.93B),(1.23B)
Sale/Maturity of Investments,706.96M,664.96M,643.45M,510M,441M
Increase in Loans,(5.26B),(5.27B),(6.76B),(6.72B),(10.45B)
Decrease in Loans,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,3.56M,2.31M,9.13M,-,-
Net Investing Cash Flow,(6.52B),(6.61B),(8.09B),(11.22B),(12.12B)
Net Investing Cash Flow Growth,-,-1.38%,-22.31%,-38.68%,-8.08%
Net Investing Cash Flow / Interest Income,-605.08%,-591.68%,-693.12%,-943.40%,-921.20%
