Item,31-May-2021,31-Aug-2021,30-Nov-2021,28-Feb-2022,31-May-2022
Net Income before Extraordinaries,(897.3M),11.9M,480.8M,405.6M,1.18B
Net Income Growth,-,101.33%,"3,940.34%",-15.64%,190.51%
"Depreciation, Depletion & Amortization",95.7M,106.7M,107.1M,114.8M,114.3M
Depreciation and Depletion,95.7M,106.7M,107.1M,109.7M,114.3M
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(98.7M),79.5M,77.7M,26.3M,21.5M
Deferred Taxes,(98.7M),79.5M,77.7M,26.3M,21.5M
Investment Tax Credit,-,-,-,-,-
Other Funds,1.58B,526.3M,170.6M,126.3M,(535.9M)
Funds from Operations,680.8M,724.4M,836.2M,673M,778.2M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,35.2M,85.5M,82M,(411.7M),(20M)
Receivables,(136.7M),(51.1M),53M,20.8M,17.2M
Accounts Payable,224.1M,21.8M,94.6M,(126.8M),94.5M
Other Assets/Liabilities,91.8M,23.9M,(101.2M),(33.1M),117.5M
Net Operating Cash Flow,716M,809.9M,918.2M,261.3M,758.2M
Net Operating Cash Flow Growth,-,13.11%,13.37%,-71.54%,190.16%
Net Operating Cash Flow / Sales,35.33%,34.15%,39.56%,12.43%,32.08%
Item,31-May-2021,31-Aug-2021,30-Nov-2021,28-Feb-2022,31-May-2022
Capital Expenditures,(113.9M),(239.5M),(245.3M),(428.1M),(196.6M)
Capital Expenditures Growth,-,-110.27%,-2.42%,-74.52%,54.08%
Capital Expenditures / Sales,-5.62%,-10.10%,-10.57%,-20.36%,-8.32%
Capital Expenditures (Fixed Assets),(113.9M),(239.5M),(245.3M),(428.1M),(196.6M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(53.5M),-,(37.2M)
Sale of Fixed Assets & Businesses,5.8M,100K,2.7M,100K,6.5M
Purchase/Sale of Investments,(8.5M),(20.1M),-,66.4M,-
Purchase of Investments,(8.5M),(20.1M),-,(8M),-
Sale/Maturity of Investments,-,-,-,74.4M,-
Other Uses,-,(1M),(1M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(116.6M),(260.5M),(297.1M),(361.6M),(226.8M)
Net Investing Cash Flow Growth,-,-123.41%,-14.05%,-21.71%,37.28%
Net Investing Cash Flow / Sales,-5.75%,-10.99%,-12.80%,-17.20%,-9.59%
