Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,174.91M,211.4M,184.19M,163.6M,205.89M
Funds from Operations Growth,-,20.86%,-12.87%,-11.18%,25.85%
Changes in Working Capital,73.61M,(206.01M),99.51M,7.42M,63.79M
Receivables,11.55M,(22.57M),11.91M,(3.5M),5.89M
Inventories,-,-,-,-,-
Accounts Payable,(7.6M),40.82M,(7.21M),(7.42M),(7.86M)
Other Assets/Liabilities,69.66M,(224.26M),94.82M,18.34M,65.76M
Net Operating Cash Flow,248.52M,5.39M,283.7M,171.01M,269.68M
Net Operating Cash Flow Growth,-,-97.83%,"5,159.60%",-39.72%,57.69%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,-,(3M),-,-,(1M)
Capital Expenditures Growth,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,(3M),-,-,(1M)
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,1.55M,1.11M,1.4M,481K,3.77M
Purchase/Sale of Investments,(126.92M),(82.24M),(139.71M),(794.64M),69.71M
Purchase of Investments,(203.33M),(204.51M),(180.01M),(891.13M),(403.55M)
Sale/Maturity of Investments,76.41M,122.27M,40.3M,96.49M,473.26M
Other Uses,-,(123.94M),-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(125.37M),(208.07M),(138.32M),(794.15M),72.48M
