Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,10.4B,9.19B,10.29B,7.47B,6.69B
Net Income Growth,-,-11.56%,11.88%,-27.42%,-10.42%
"Depreciation, Depletion & Amortization",1.99B,2B,2.01B,2.16B,1.98B
Depreciation and Depletion,1.86B,1.87B,1.97B,2.12B,1.93B
Amortization of Intangible Assets,122M,124M,43M,40M,53M
Deferred Taxes & Investment Tax Credit,229M,(786M),748M,(563M),(453M)
Deferred Taxes,229M,(786M),748M,(563M),(453M)
Investment Tax Credit,-,-,-,-,-
Other Funds,2.53B,2.31B,2.44B,2.28B,3.54B
Funds from Operations,15.14B,12.71B,15.49B,11.34B,11.75B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.89B),1.38B,2.62B,2.74B,443M
Receivables,(1.37B),(555M),(2.04B),2.56B,(522M)
Accounts Payable,55M,664M,1.03B,(987M),309M
Other Assets/Liabilities,(2.06B),179M,1.17B,408M,(524M)
Net Operating Cash Flow,13.25B,14.09B,18.1B,14.08B,12.2B
Net Operating Cash Flow Growth,-,6.36%,28.49%,-22.25%,-13.36%
Net Operating Cash Flow / Sales,45.56%,48.57%,53.77%,50.44%,42.31%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(4.61B),(4.31B),(5.37B),(5.44B),(7.57B)
Capital Expenditures Growth,-,6.46%,-24.46%,-1.34%,-39.17%
Capital Expenditures / Sales,-15.86%,-14.87%,-15.95%,-19.50%,-26.27%
Capital Expenditures (Fixed Assets),(4.61B),(4.31B),(5.37B),(5.44B),(7.57B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(259M),(71M),(521M),(853M),(363M)
Sale of Fixed Assets & Businesses,-,-,-,126M,44M
Purchase/Sale of Investments,(3.26B),4.15B,11.84B,1.4B,939M
Purchase of Investments,(10.3B),(7.83B),(6.09B),(4.07B),(2.22B)
Sale/Maturity of Investments,7.03B,11.99B,17.94B,5.47B,3.16B
Other Uses,(60M),(98M),(124M),(10M),(7M)
Other Sources,(32M),-,-,-,-
Net Investing Cash Flow,(8.2B),(330M),5.83B,(4.78B),(6.96B)
Net Investing Cash Flow Growth,-,95.97%,"1,866.36%",-181.99%,-45.62%
Net Investing Cash Flow / Sales,-28.18%,-1.14%,17.31%,-17.12%,-24.14%
