Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Funds from Operations,1.4B,1.36B,1.31B,1.24B,1.45B
Funds from Operations Growth,-,-2.58%,-3.90%,-4.90%,16.33%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.43B,(1.31B),1.82B,2.19B,3.54B
Net Operating Cash Flow,2.83B,54M,3.13B,3.43B,4.99B
Net Operating Cash Flow Growth,-,-98.09%,"5,694.44%",9.59%,45.52%
Net Operating Cash Flow / Interest Income,412.99%,7.79%,429.22%,440.75%,430.54%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(245M),(376M),(374M),(271M),(600M)
Capital Expenditures (Fixed Assets),(245M),(376M),(374M),(271M),(600M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(170M),-,-
Sale of Fixed Assets & Businesses,27M,7M,-,45M,-
Purchase/Sale of Investments,(423M),(1.52B),(3.69B),4.26B,2.86B
Purchase of Investments,(15.61B),(14.55B),(17.29B),(12.21B),(10.16B)
Sale/Maturity of Investments,15.19B,13.02B,13.6B,16.47B,13.02B
Increase in Loans,698M,113M,(1.52B),(37.3B),6.92B
Decrease in Loans,(531M),(1.96B),24.85B,-,-
Other Uses,-,-,-,(639M),132M
Other Sources,(305M),(420M),842M,-,-
Net Investing Cash Flow,(779M),(4.16B),19.93B,(33.9B),9.31B
Net Investing Cash Flow Growth,-,-433.76%,579.34%,-270.09%,127.45%
Net Investing Cash Flow / Interest Income,-113.72%,-600.00%,"2,734.02%","-4,357.46%",802.93%
