Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Net Income before Extraordinaries,129M,147M,120M,140M,178M
Net Income Growth,-,13.95%,-18.37%,16.67%,27.14%
"Depreciation, Depletion & Amortization",63M,74M,91M,87M,87M
Depreciation and Depletion,50M,52M,53M,52M,52M
Amortization of Intangible Assets,13M,22M,38M,35M,35M
Deferred Taxes & Investment Tax Credit,-,43M,24M,2M,(3M)
Deferred Taxes,-,43M,24M,2M,(3M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(1M),10M,16M,13M,26M
Funds from Operations,191M,274M,251M,242M,288M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(95M),76M,20M,(325M),(21M)
Receivables,77M,45M,59M,(270M),(27M)
Accounts Payable,(148M),125M,(48M),-,8M
Other Assets/Liabilities,(26M),(90M),27M,(28M),6M
Net Operating Cash Flow,96M,350M,271M,(83M),267M
Net Operating Cash Flow Growth,-,264.58%,-22.57%,-130.63%,421.69%
Net Operating Cash Flow / Sales,4.30%,14.97%,10.12%,-3.22%,10.03%
Item,30-Jun-2021,30-Sep-2021,31-Dec-2021,31-Mar-2022,30-Jun-2022
Capital Expenditures,(73M),(73M),(106M),(43M),(59M)
Capital Expenditures Growth,-,0.00%,-45.21%,59.43%,-37.21%
Capital Expenditures / Sales,-3.27%,-3.12%,-3.96%,-1.67%,-2.22%
Capital Expenditures (Fixed Assets),(73M),(73M),(106M),(43M),(59M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(1.64B),(7M),-,-
Sale of Fixed Assets & Businesses,(5M),-,-,-,-
Purchase/Sale of Investments,(10M),-,-,-,(5M)
Purchase of Investments,(10M),-,-,-,(5M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(88M),(1.71B),(112M),(43M),(58M)
Net Investing Cash Flow Growth,-,"-1,840.91%",93.44%,61.61%,-34.88%
Net Investing Cash Flow / Sales,-3.94%,-73.05%,-4.18%,-1.67%,-2.18%
