Item,2018,2019,2020,2021,2022
Sales/Revenue,6.48B,6.89B,7.09B,7.12B,7.85B
Sales Growth,-,6.42%,2.80%,0.44%,10.37%
Cost of Goods Sold (COGS) incl. D&A,3.57B,3.76B,3.85B,3.8B,4.22B
COGS Growth,-,5.48%,2.33%,-1.29%,11.06%
COGS excluding D&A,3.29B,3.4B,3.47B,3.42B,3.82B
Depreciation & Amortization Expense,276.68M,360.09M,379.05M,385.74M,399.7M
Depreciation,215.48M,223.63M,235.91M,243.84M,249.38M
Amortization of Intangibles,61.2M,136.46M,143.15M,141.9M,150.33M
Gross Income,2.91B,3.13B,3.23B,3.31B,3.63B
Gross Income Growth,-,7.57%,3.36%,2.50%,9.58%
Gross Profit Margin,-,-,-,-,46.24%
SG&A Expense,1.92B,1.98B,2.04B,1.93B,2.04B
SGA Growth,-,3.33%,2.86%,-5.31%,6.00%
Research & Development,-,-,-,-,-
Other SG&A,1.92B,1.98B,2.04B,1.93B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,41.9M,14.41M,33.7M,-,-
EBIT after Unusual Expense,949.83M,1.13B,1.16B,-,-
Non Operating Income/Expense,-,69.37M,-,1.9M,2.73M
Non-Operating Interest Income,1.34M,1.23M,988K,467K,242K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,110.18M,101.74M,105.39M,100.11M,91.58M
Interest Expense Growth,-,-7.66%,3.59%,-5.02%,-8.52%
Gross Interest Expense,111.18M,102.44M,105.39M,100.11M,91.58M
Interest Capitalized,1M,700K,-,-,-
Pretax Income,841M,1.1B,1.06B,1.29B,1.5B
Pretax Income Growth,-,31.08%,-4.00%,21.68%,16.39%
Pretax Margin,-,-,-,-,19.08%
Income Tax,57.07M,219.76M,181.93M,176.78M,263.01M
Income Tax - Current Domestic,157.18M,175.12M,188.24M,206.44M,194.7M
Income Tax - Current Foreign,15.1M,9.88M,6.99M,12.42M,16.68M
Income Tax - Deferred Domestic,(115.22M),34.76M,(13.29M),(42.08M),51.64M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(11.79M),(9.57M),(8.16M),(7.62M),(6.13M)
Consolidated Net Income,772.14M,873.07M,868.2M,1.1B,1.23B
Minority Interest Expense,-,-,-,-,-
Net Income,772.14M,873.07M,868.2M,1.1B,1.23B
Net Income Growth,-,13.07%,-0.56%,27.08%,11.45%
Net Margin Growth,-,-,-,-,15.66%
Extraordinaries & Discontinued Operations,58.65M,2.35M,(323K),-,-
Extra Items & Gain/Loss Sale Of Assets,60.38M,2.42M,163K,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(1.73M),(73K),(486K),-,-
Net Income After Extraordinaries,830.79M,875.41M,867.88M,1.1B,1.23B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,770.41M,872.99M,867.72M,1.1B,1.23B
EPS (Basic),7.23,8.23,8.36,10.52,11.92
EPS (Basic) Growth,-,13.86%,1.56%,25.87%,13.28%
Basic Shares Outstanding,106.59M,106.08M,103.82M,104.87M,103.17M
EPS (Diluted),7.02,7.97,8.11,10.24,11.65
EPS (Diluted) Growth,-,13.64%,1.70%,26.34%,13.75%
Diluted Shares Outstanding,109.81M,109.5M,107.01M,107.71M,105.52M
EBITDA,1.27B,1.51B,1.58B,1.77B,1.99B
EBITDA Growth,-,18.89%,4.47%,12.43%,12.19%
EBITDA Margin,-,-,-,-,25.30%
