Item,2017,2018,2019,2020,2021
Sales/Revenue,1.86B,2.27B,2.62B,2.92B,3.54B
Sales Growth,-,21.99%,15.67%,11.55%,21.08%
Cost of Goods Sold (COGS) incl. D&A,1.21B,1.5B,1.75B,1.96B,2.33B
COGS Growth,-,24.07%,17.05%,12.00%,18.91%
COGS excluding D&A,1.07B,1.33B,1.55B,1.72B,2.06B
Depreciation & Amortization Expense,131.16M,161.78M,198.1M,234.92M,265.54M
Depreciation,89.79M,96.95M,108.56M,123.05M,140.68M
Amortization of Intangibles,41.37M,64.83M,89.54M,111.88M,124.86M
Gross Income,652.57M,771.05M,871.31M,964.02M,1.21B
Gross Income Growth,-,18.16%,13.00%,10.64%,25.48%
Gross Profit Margin,-,-,-,-,34.17%
SG&A Expense,355.41M,412.92M,478.72M,505.06M,607.21M
SGA Growth,-,16.18%,15.94%,5.50%,20.22%
Research & Development,-,-,-,-,-
Other SG&A,355.41M,412.92M,478.72M,505.06M,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,(3.72M),19.75M,2.18M,(54.16M),10.44M
EBIT after Unusual Expense,3.72M,338.38M,390.41M,513.11M,591.99M
Non Operating Income/Expense,25.16M,6.26M,(8.29M),10.28M,(3.9M)
Non-Operating Interest Income,690K,812K,1.52M,834K,652K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,29.78M,63.77M,79.55M,77.11M,108.04M
Interest Expense Growth,-,114.17%,24.75%,-3.07%,40.12%
Gross Interest Expense,29.78M,63.77M,79.55M,77.11M,108.04M
Interest Capitalized,-,-,-,-,-
Pretax Income,296.96M,281.68M,304.08M,447.11M,480.71M
Pretax Income Growth,-,-5.14%,7.95%,47.04%,7.51%
Pretax Margin,-,-,-,-,13.58%
Income Tax,171.37M,54.46M,50.02M,81.81M,81.87M
Income Tax - Current Domestic,106.23M,26.23M,28.02M,44.82M,41.99M
Income Tax - Current Foreign,37.15M,38.56M,43.49M,35.41M,60.2M
Income Tax - Deferred Domestic,13.03M,(6.22M),(4.37M),(4M),(34.2M)
Income Tax - Deferred Foreign,14.95M,(4.1M),(17.11M),5.58M,13.89M
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,125.59M,227.22M,254.06M,365.31M,398.84M
Minority Interest Expense,2.09M,2.35M,2.04M,1M,7.86M
Net Income,123.49M,224.87M,252.02M,364.3M,390.98M
Net Income Growth,-,82.09%,12.07%,44.55%,7.32%
Net Margin Growth,-,-,-,-,11.04%
Extraordinaries & Discontinued Operations,(137K),1.51M,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(137K),1.51M,-,-,-
Net Income After Extraordinaries,123.36M,226.37M,252.02M,364.3M,390.98M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,123.36M,226.37M,252.02M,364.3M,390.98M
EPS (Basic),2.6,4.72,5.17,7.35,7.77
EPS (Basic) Growth,-,81.73%,9.54%,42.16%,5.74%
Basic Shares Outstanding,47.48M,47.95M,48.73M,49.55M,50.29M
EPS (Diluted),2.54,4.62,5.07,7.2,7.6
EPS (Diluted) Growth,-,81.82%,9.82%,41.93%,5.63%
Diluted Shares Outstanding,48.56M,49.02M,49.69M,50.61M,51.43M
EBITDA,428.32M,519.91M,590.69M,693.88M,867.97M
EBITDA Growth,-,21.38%,13.61%,17.47%,25.09%
EBITDA Margin,-,-,-,-,24.52%
