Item,2017,2018,2019,2020,2021
Sales/Revenue,11.29B,17.27B,17.08B,9.93B,19.78B
Sales Growth,-,52.97%,-1.10%,-41.82%,99.08%
Cost of Goods Sold (COGS) incl. D&A,9.03B,11.43B,12.18B,8.99B,10.92B
COGS Growth,-,26.54%,6.58%,-26.24%,21.47%
COGS excluding D&A,5.41B,7.82B,8.1B,5.1B,6.88B
Depreciation & Amortization Expense,3.62B,3.61B,4.09B,3.89B,4.03B
Depreciation,3.62B,3.61B,4.09B,3.89B,4.03B
Amortization of Intangibles,-,-,-,-,-
Gross Income,2.25B,5.83B,4.89B,947.52M,8.86B
Gross Income Growth,-,158.93%,-16.15%,-80.63%,835.17%
Gross Profit Margin,-,-,-,-,44.80%
SG&A Expense,434.47M,426.97M,489.4M,483.82M,511M
SGA Growth,-,-1.73%,14.62%,-1.14%,5.62%
Research & Development,-,-,-,-,-
Other SG&A,434.47M,426.97M,489.4M,483.82M,-
Other Operating Expense,544.66M,772.48M,800.16M,477.93M,1.05B
Unusual Expense,248.41M,339.66M,26.73M,482.9M,1.22B
EBIT after Unusual Expense,1.03B,4.29B,3.58B,(497.13M),6.09B
Non Operating Income/Expense,(100.66M),177.27M,129M,(46.66M),5M
Non-Operating Interest Income,7.71M,12M,26M,12M,3M
Equity in Affiliates (Pretax),3M,2M,-,(2M),18M
Interest Expense,274.37M,245.05M,185.13M,205.27M,178M
Interest Expense Growth,-,-10.69%,-24.45%,10.88%,-13.28%
Gross Interest Expense,301.8M,269.55M,223.42M,236.15M,211M
Interest Capitalized,27.43M,24.5M,38.29M,30.89M,33M
Pretax Income,661.18M,4.24B,3.55B,(739.05M),5.93B
Pretax Income Growth,-,541.43%,-16.40%,-120.85%,902.78%
Pretax Margin,-,-,-,-,30.00%
Income Tax,(1.92B),821.96M,810.36M,(134.48M),1.27B
Income Tax - Current Domestic,30.56M,(137.81M),97.27M,11.66M,1.29B
Income Tax - Current Foreign,35.32M,65.62M,81.43M,40.25M,105M
Income Tax - Deferred Domestic,(1.99B),905.37M,659.44M,(168.43M),(103M)
Income Tax - Deferred Foreign,3.47M,(11.21M),(27.78M),(17.96M),(19M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,2.58B,3.42B,2.73B,(604.57M),4.66B
Minority Interest Expense,-,-,-,-,-
Net Income,2.58B,3.42B,2.73B,(604.57M),4.66B
Net Income Growth,-,32.39%,-20.01%,-122.11%,871.45%
Net Margin Growth,-,-,-,-,23.58%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,2.58B,3.42B,2.73B,(604.57M),4.66B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,2.58B,3.42B,2.73B,(604.57M),4.66B
EPS (Basic),4.49,5.93,4.73,(1.04),8.03
EPS (Basic) Growth,-,32.07%,-20.16%,-122.06%,868.70%
Basic Shares Outstanding,574.62M,576.58M,577.67M,578.95M,581M
EPS (Diluted),4.46,5.89,4.71,(1.04),7.99
EPS (Diluted) Growth,-,32.07%,-20.05%,-122.18%,864.75%
Diluted Shares Outstanding,578.69M,580.44M,580.78M,578.95M,584M
EBITDA,4.9B,8.25B,7.69B,3.87B,11.34B
EBITDA Growth,-,68.37%,-6.76%,-49.66%,192.79%
EBITDA Margin,-,-,-,-,57.31%
