Item,2017,2018,2019,2020,2021
Sales/Revenue,12.32B,12.92B,13.12B,12.76B,14.3B
Sales Growth,-,4.80%,1.57%,-2.76%,12.09%
Cost of Goods Sold (COGS) incl. D&A,8.62B,9.19B,9.29B,8.96B,10.09B
COGS Growth,-,6.59%,1.12%,-3.58%,12.62%
COGS excluding D&A,8.44B,9B,9.11B,8.77B,9.89B
Depreciation & Amortization Expense,177M,190M,180M,191M,203M
Depreciation,75M,86M,85M,100M,116M
Amortization of Intangibles,102M,104M,95M,91M,87M
Gross Income,3.7B,3.73B,3.83B,3.8B,4.21B
Gross Income Growth,-,0.65%,2.68%,-0.76%,10.82%
Gross Profit Margin,-,-,-,-,29.43%
SG&A Expense,1.82B,1.92B,1.93B,1.92B,2.06B
SGA Growth,-,5.10%,0.73%,-0.78%,7.42%
Research & Development,175M,181M,163M,152M,159M
Other SG&A,1.65B,1.74B,1.77B,1.76B,-
Other Operating Expense,(31M),(46M),4M,(27M),(23M)
Unusual Expense,(6M),21M,78M,270M,66M
EBIT after Unusual Expense,1.92B,1.84B,1.81B,1.64B,2.11B
Non Operating Income/Expense,20M,44M,33M,(6M),(11M)
Non-Operating Interest Income,61M,51M,53M,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,40M,37M,39M,122M,136M
Interest Expense Growth,-,-7.50%,5.41%,212.82%,11.48%
Gross Interest Expense,40M,37M,39M,122M,136M
Interest Capitalized,-,-,-,-,-
Pretax Income,1.96B,1.89B,1.86B,1.51B,1.96B
Pretax Income Growth,-,-3.27%,-1.69%,-18.81%,29.78%
Pretax Margin,-,-,-,-,13.72%
Income Tax,1.15B,683M,594M,455M,541M
Income Tax - Current Domestic,624M,97M,141M,68M,109M
Income Tax - Current Foreign,508M,459M,461M,438M,524M
Income Tax - Deferred Domestic,48M,(4M),11M,-,(19M)
Income Tax - Deferred Foreign,(32M),131M,(19M),(51M),(73M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,809M,1.21B,1.27B,1.06B,1.42B
Minority Interest Expense,173M,161M,151M,150M,174M
Net Income,636M,1.05B,1.12B,906M,1.25B
Net Income Growth,-,64.94%,6.39%,-18.82%,37.53%
Net Margin Growth,-,-,-,-,8.71%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,636M,1.05B,1.12B,906M,1.25B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,636M,1.05B,1.12B,906M,1.25B
EPS (Basic),1.47,2.42,2.58,2.09,2.91
EPS (Basic) Growth,-,64.94%,6.39%,-18.83%,39.30%
Basic Shares Outstanding,433.11M,433.11M,433.11M,433.2M,427.7M
EPS (Diluted),1.47,2.42,2.58,2.08,2.89
EPS (Diluted) Growth,-,64.94%,6.39%,-19.09%,38.55%
Diluted Shares Outstanding,433.11M,433.11M,433.11M,434.6M,431.4M
EBITDA,2.09B,2.05B,2.07B,2.1B,2.38B
EBITDA Growth,-,-1.96%,1.27%,1.35%,13.19%
EBITDA Margin,-,-,-,-,16.62%
