Item,2017,2018,2019,2020,2021
Sales/Revenue,34.5B,39B,34.75B,27.75B,46.15B
Sales Growth,-,13.04%,-10.90%,-20.15%,66.32%
Cost of Goods Sold (COGS) incl. D&A,28.04B,32.52B,29.29B,24.47B,37.43B
COGS Growth,-,15.99%,-9.94%,-16.43%,52.95%
COGS excluding D&A,26.86B,31.28B,27.98B,23.09B,36.04B
Depreciation & Amortization Expense,1.17B,1.24B,1.31B,1.39B,1.39B
Depreciation,1.02B,1.08B,1.09B,1.14B,1.15B
Amortization of Intangibles,151M,166M,220M,242M,247M
Gross Income,6.47B,6.48B,5.46B,3.28B,8.72B
Gross Income Growth,-,0.25%,-15.72%,-40.05%,166.29%
Gross Profit Margin,-,-,-,-,18.90%
SG&A Expense,965M,1.24B,1.19B,1.22B,1.38B
SGA Growth,-,28.91%,-4.02%,1.84%,13.40%
Research & Development,106M,115M,111M,113M,124M
Other SG&A,859M,1.13B,1.08B,1.1B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,60M,(89M),(26M),373M,540M
EBIT after Unusual Expense,5.44B,5.33B,4.3B,1.69B,6.8B
Non Operating Income/Expense,466M,(49M),(44M),274M,273M
Non-Operating Interest Income,24M,45M,19M,12M,9M
Equity in Affiliates (Pretax),321M,289M,225M,256M,461M
Interest Expense,759M,301M,443M,842M,759M
Interest Expense Growth,-,-60.34%,47.18%,90.07%,-9.86%
Gross Interest Expense,779M,346M,530M,882M,856M
Interest Capitalized,20M,45M,87M,40M,97M
Pretax Income,5.49B,5.31B,4.05B,1.39B,6.79B
Pretax Income Growth,-,-3.31%,-23.71%,-65.79%,389.61%
Pretax Margin,-,-,-,-,14.70%
Income Tax,598M,613M,648M,(43M),1.16B
Income Tax - Current Domestic,590M,(51M),143M,(773M),744M
Income Tax - Current Foreign,595M,404M,296M,399M,617M
Income Tax - Deferred Domestic,(609M),212M,134M,407M,(84M)
Income Tax - Deferred Foreign,22M,48M,75M,(76M),(114M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(5M),(6M),(6M),(3M),(14M)
Consolidated Net Income,4.89B,4.69B,3.4B,1.43B,5.61B
Minority Interest Expense,(2M),-,-,-,-
Net Income,4.89B,4.69B,3.4B,1.43B,5.61B
Net Income Growth,-,-4.09%,-27.58%,-58.03%,293.34%
Net Margin Growth,-,-,-,-,12.15%
Extraordinaries & Discontinued Operations,(18M),(8M),(7M),(2M),-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(18M),(8M),(7M),(2M),(6M)
Net Income After Extraordinaries,4.87B,4.68B,3.39B,1.42B,5.6B
Preferred Dividends,-,2M,7M,7M,7M
Net Income Available to Common,4.87B,4.68B,3.38B,1.42B,5.6B
EPS (Basic),12.25,12.04,9.59,4.24,16.75
EPS (Basic) Growth,-,-1.68%,-20.38%,-55.74%,294.92%
Basic Shares Outstanding,398M,389M,353M,334M,334M
EPS (Diluted),12.22,12.02,9.59,4.24,16.75
EPS (Diluted) Growth,-,-1.58%,-20.27%,-55.74%,294.92%
Diluted Shares Outstanding,399M,389M,353M,334M,334M
EBITDA,6.68B,6.48B,5.58B,3.44B,8.74B
EBITDA Growth,-,-2.94%,-13.86%,-38.29%,153.63%
EBITDA Margin,-,-,-,-,18.93%
