Item,2017,2018,2019,2020,2021
Sales/Revenue,89.55B,111.27B,107.44B,63.69B,111.94B
Sales Growth,-,24.26%,-3.44%,-40.72%,75.76%
Cost of Goods Sold (COGS) incl. D&A,85.43B,104.13B,102.13B,63.51B,108.57B
COGS Growth,-,21.88%,-1.92%,-37.81%,70.93%
COGS excluding D&A,84.09B,102.75B,100.76B,62.1B,106.94B
Depreciation & Amortization Expense,1.34B,1.38B,1.36B,1.42B,1.63B
Depreciation,1.32B,1.37B,1.35B,1.39B,1.6B
Amortization of Intangibles,21M,14M,17M,27M,26M
Gross Income,4.12B,7.14B,5.32B,180M,3.38B
Gross Income Growth,-,73.52%,-25.60%,-96.61%,"1,777.22%"
Gross Profit Margin,-,-,-,-,3.02%
SG&A Expense,1.7B,1.68B,1.68B,1.54B,1.74B
SGA Growth,-,-1.06%,0.24%,-8.15%,12.95%
Research & Development,60M,55M,54M,48M,47M
Other SG&A,1.64B,1.62B,1.63B,1.5B,-
Other Operating Expense,408M,425M,409M,464M,410M
Unusual Expense,262M,(105M),817M,3.98B,1.13B
EBIT after Unusual Expense,1.75B,5.15B,2.41B,(5.81B),92M
Non Operating Income/Expense,478M,81M,58M,138M,(686M)
Non-Operating Interest Income,31M,45M,43M,14M,11M
Equity in Affiliates (Pretax),1.73B,2.68B,2.13B,1.19B,2.9B
Interest Expense,438M,504M,458M,499M,581M
Interest Expense Growth,-,15.07%,-9.13%,8.95%,16.43%
Gross Interest Expense,453M,521M,535M,574M,608M
Interest Capitalized,15M,17M,77M,75M,27M
Pretax Income,3.56B,7.45B,4.18B,(4.96B),1.74B
Pretax Income Growth,-,109.42%,-43.88%,-218.81%,135.05%
Pretax Margin,-,-,-,-,1.55%
Income Tax,(1.69B),1.57B,801M,(1.25B),146M
Income Tax - Current Domestic,70M,994M,415M,(1.39B),368M
Income Tax - Current Foreign,126M,326M,204M,9M,50M
Income Tax - Deferred Domestic,(1.89B),199M,232M,59M,(233M)
Income Tax - Deferred Foreign,3M,53M,(50M),67M,(39M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(6M),(6M),(6M),(8M),(9M)
Consolidated Net Income,5.24B,5.87B,3.37B,(3.72B),1.59B
Minority Interest Expense,142M,278M,301M,261M,279M
Net Income,5.1B,5.59B,3.07B,(3.98B),1.31B
Net Income Growth,-,9.59%,-45.07%,-229.74%,132.79%
Net Margin Growth,-,-,-,-,1.17%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,5.1B,5.59B,3.07B,(3.98B),1.31B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,5.1B,5.59B,3.07B,(3.98B),1.31B
EPS (Basic),9.9,11.87,6.8,(9.06),2.97
EPS (Basic) Growth,-,19.94%,-42.72%,-233.23%,132.75%
Basic Shares Outstanding,515.09M,470.71M,451.36M,439.53M,440.03M
EPS (Diluted),9.85,11.8,6.77,(9.06),2.97
EPS (Diluted) Growth,-,19.80%,-42.61%,-233.80%,132.73%
Diluted Shares Outstanding,518.51M,474.05M,453.89M,439.53M,440.36M
EBITDA,3.35B,6.42B,4.59B,(411M),2.85B
EBITDA Growth,-,91.44%,-28.53%,-108.96%,794.40%
EBITDA Margin,-,-,-,-,2.55%
