Item,2017,2018,2019,2020,2021
Sales/Revenue,6.31B,6.66B,6.69B,6.33B,7B
Sales Growth,-,5.59%,0.45%,-5.43%,10.50%
Cost of Goods Sold (COGS) incl. D&A,3.33B,3.39B,3.43B,3.39B,3.65B
COGS Growth,-,1.76%,1.19%,-1.30%,7.75%
COGS excluding D&A,3.17B,3.23B,3.28B,3.22B,3.46B
Depreciation & Amortization Expense,168.9M,164.6M,152.2M,172.7M,189.8M
Depreciation,138.7M,136.4M,126.2M,122.5M,123.9M
Amortization of Intangibles,30.2M,28.2M,26M,50.2M,65.9M
Gross Income,2.98B,3.27B,3.26B,2.94B,3.34B
Gross Income Growth,-,9.87%,-0.31%,-9.77%,13.67%
Gross Profit Margin,-,-,-,-,47.80%
SG&A Expense,1.94B,1.96B,1.92B,1.85B,2.11B
SGA Growth,-,1.12%,-2.28%,-3.45%,14.11%
Research & Development,348.2M,371.8M,378.9M,371.5M,422.5M
Other SG&A,1.59B,1.59B,1.54B,1.48B,1.69B
Other Operating Expense,-,-,-,-,(7M)
Unusual Expense,34.5M,(90.9M),367.3M,(148.2M),(459.1M)
EBIT after Unusual Expense,1B,90.9M,976.8M,1.24B,1.7B
Non Operating Income/Expense,66.9M,(21.1M),10.1M,(8M),(82.1M)
Non-Operating Interest Income,19.6M,24.4M,11.1M,5.5M,1.6M
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,52.1M,73M,97M,101.4M,92.3M
Interest Expense Growth,-,40.12%,32.88%,4.54%,-8.97%
Gross Interest Expense,52.8M,73M,97M,101.4M,92.3M
Interest Capitalized,700K,-,-,-,-
Pretax Income,1.04B,1.33B,901M,1.14B,1.53B
Pretax Income Growth,-,28.28%,-32.30%,26.09%,34.34%
Pretax Margin,-,-,-,-,21.82%
Income Tax,211.7M,795.3M,205.2M,112.9M,181.9M
Income Tax - Current Domestic,68M,493.4M,122.1M,82M,175.3M
Income Tax - Current Foreign,109.9M,131.4M,112.1M,96.6M,190.7M
Income Tax - Deferred Domestic,47.9M,122.5M,(28.9M),(41M),(165.1M)
Income Tax - Deferred Foreign,(14.1M),48M,(100K),(24.7M),(19M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),(900K),(500K),(700K),(1M),(2.1M)
Consolidated Net Income,824.8M,535M,695.1M,1.02B,1.34B
Minority Interest Expense,-,-,-,(200K),(13.8M)
Net Income,824.8M,535M,695.1M,1.02B,1.36B
Net Income Growth,-,-35.14%,29.93%,47.09%,32.63%
Net Margin Growth,-,-,-,-,19.38%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,824.8M,535M,695.1M,1.02B,1.36B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,824.8M,535M,695.1M,1.02B,1.36B
EPS (Basic),6.42,4.27,5.88,8.83,11.69
EPS (Basic) Growth,-,-33.55%,37.72%,50.26%,32.40%
Basic Shares Outstanding,128.4M,125.4M,118.3M,115.8M,116M
EPS (Diluted),6.35,4.22,5.83,8.77,11.58
EPS (Diluted) Growth,-,-33.61%,38.20%,50.49%,32.06%
Diluted Shares Outstanding,129.9M,126.9M,119.3M,116.6M,117.1M
EBITDA,1.21B,1.47B,1.5B,1.26B,1.43B
EBITDA Growth,-,22.20%,1.50%,-15.49%,13.06%
EBITDA Margin,-,-,-,-,20.44%
