Item,2017,2018,2019,2020,2021
Sales/Revenue,5.28B,5.49B,5.76B,6.09B,7.66B
Sales Growth,-,3.82%,5.10%,5.65%,25.71%
Cost of Goods Sold (COGS) incl. D&A,3.38B,3.55B,3.76B,3.95B,4.97B
COGS Growth,-,4.96%,5.80%,5.24%,25.74%
COGS excluding D&A,3.25B,3.4B,3.57B,3.75B,4.74B
Depreciation & Amortization Expense,130.3M,149.6M,188.6M,200.9M,231.6M
Depreciation,98.6M,113.5M,147.2M,158.9M,167.5M
Amortization of Intangibles,31.7M,36.1M,41.4M,42M,64.1M
Gross Income,1.9B,1.93B,2.01B,2.14B,2.68B
Gross Income Growth,-,1.78%,3.81%,6.42%,25.66%
Gross Profit Margin,-,-,-,-,35.06%
SG&A Expense,1.19B,1.24B,1.26B,1.28B,1.58B
SGA Growth,-,4.05%,1.14%,1.54%,23.78%
Research & Development,50.7M,50.3M,48.2M,49.9M,65.6M
Other SG&A,1.14B,1.19B,1.21B,1.23B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,30.7M,90.5M,55.2M,54.6M,16.6M
EBIT after Unusual Expense,(30.7M),600.7M,695.5M,805.5M,1.09B
Non Operating Income/Expense,9.2M,10.8M,(25.6M),9.8M,1.8M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,49.4M,74.5M,94.6M,84.5M,85M
Interest Expense Growth,-,50.81%,26.98%,-10.68%,0.59%
Gross Interest Expense,49.4M,74.5M,94.6M,84.5M,85M
Interest Capitalized,-,-,-,-,-
Pretax Income,634.8M,537M,575.3M,730.8M,1.01B
Pretax Income Growth,-,-15.41%,7.13%,27.03%,37.53%
Pretax Margin,-,-,-,-,13.13%
Income Tax,159.5M,147M,144M,168.8M,232.7M
Income Tax - Current Domestic,155.9M,117.6M,116.4M,127.5M,183.7M
Income Tax - Current Foreign,22.4M,26.4M,35.1M,55.9M,49.1M
Income Tax - Deferred Domestic,(27.2M),4.8M,(4.4M),(3.1M),2.7M
Income Tax - Deferred Foreign,8.4M,(1.8M),(3.1M),(11.5M),(2.8M)
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,(7.6M),-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,475.3M,390M,431.3M,554.4M,772.4M
Minority Interest Expense,100K,200K,(600K),1.3M,-
Net Income,475.2M,389.8M,431.9M,553.1M,772.4M
Net Income Growth,-,-17.97%,10.80%,28.06%,39.65%
Net Margin Growth,-,-,-,-,10.09%
Extraordinaries & Discontinued Operations,(2.6M),(200K),-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,(2.6M),(200K),-,-,-
Net Income After Extraordinaries,472.6M,389.6M,431.9M,553.1M,772.4M
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,472.6M,389.6M,431.9M,553.1M,772.4M
EPS (Basic),3.08,2.69,3.09,3.99,5.62
EPS (Basic) Growth,-,-12.66%,14.58%,29.17%,40.87%
Basic Shares Outstanding,153.2M,144.6M,139.9M,138.7M,137.5M
EPS (Diluted),3.03,2.66,3.06,3.95,5.54
EPS (Diluted) Growth,-,-12.27%,14.86%,29.07%,40.35%
Diluted Shares Outstanding,155.8M,146.4M,141.3M,140.2M,139.5M
EBITDA,836M,840.8M,939.3M,1.06B,1.34B
EBITDA Growth,-,0.57%,11.72%,12.96%,25.97%
EBITDA Margin,-,-,-,-,17.46%
