Item,2017,2018,2019,2020,2021
Sales/Revenue,41.58B,43.63B,45.76B,48.1B,51.68B
Sales Growth,-,4.94%,4.88%,5.10%,7.45%
Cost of Goods Sold (COGS) incl. D&A,31.03B,30.98B,30.86B,30.76B,31.08B
COGS Growth,-,-0.16%,-0.39%,-0.32%,1.03%
COGS excluding D&A,20.44B,20.66B,20.93B,21.06B,21.73B
Depreciation & Amortization Expense,10.59B,10.32B,9.93B,9.7B,9.35B
Depreciation,7.89B,7.92B,7.73B,7.8B,7.75B
Amortization of Intangibles,2.7B,2.4B,2.2B,1.9B,1.6B
Gross Income,10.55B,12.66B,14.91B,17.34B,20.61B
Gross Income Growth,-,19.92%,17.78%,16.32%,18.86%
Gross Profit Margin,-,-,-,-,39.87%
SG&A Expense,6.1B,7.2B,8.29B,8.87B,9.75B
SGA Growth,-,18.00%,15.17%,7.03%,9.88%
Research & Development,-,-,-,-,-
Other SG&A,6.1B,7.2B,8.29B,8.87B,-
Other Operating Expense,-,-,-,-,-
Unusual Expense,296M,260M,182M,248M,515M
EBIT after Unusual Expense,4.16B,5.2B,6.43B,8.22B,10.34B
Non Operating Income/Expense,(20M),107M,(67M),(34M),261M
Non-Operating Interest Income,-,-,-,-,-
Equity in Affiliates (Pretax),(18M),(77M),(137M),(31M),(176M)
Interest Expense,3.09B,3.54B,3.8B,3.85B,4.04B
Interest Expense Growth,-,14.56%,7.26%,1.34%,4.91%
Gross Interest Expense,3.09B,3.54B,3.8B,3.85B,4.04B
Interest Capitalized,-,-,-,-,-
Pretax Income,1.03B,1.69B,2.43B,4.3B,6.39B
Pretax Income Growth,-,64.01%,44.19%,76.96%,48.49%
Pretax Margin,-,-,-,-,12.36%
Income Tax,(9.09B),180M,439M,626M,1.07B
Income Tax - Current Domestic,29M,70M,119M,161M,242M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(9.12B),110M,320M,465M,826M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,10.12B,1.51B,1.99B,3.68B,5.32B
Minority Interest Expense,220M,276M,324M,454M,666M
Net Income,9.9B,1.23B,1.67B,3.22B,4.65B
Net Income Growth,-,-87.57%,35.61%,93.17%,44.44%
Net Margin Growth,-,-,-,-,9.01%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,9.9B,1.23B,1.67B,3.22B,4.65B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,9.9B,1.23B,1.67B,3.22B,4.65B
EPS (Basic),38.54,5.29,7.6,15.85,25.34
EPS (Basic) Growth,-,-86.28%,43.65%,108.55%,59.90%
Basic Shares Outstanding,256.72M,232.36M,219.51M,203.32M,183.67M
EPS (Diluted),34.09,5.22,7.45,15.4,24.11
EPS (Diluted) Growth,-,-84.69%,42.79%,106.56%,56.59%
Diluted Shares Outstanding,296.7M,235.53M,223.79M,209.27M,193.04M
EBITDA,15.04B,15.77B,16.54B,18.17B,20.2B
EBITDA Growth,-,4.88%,4.86%,9.84%,11.19%
EBITDA Margin,-,-,-,-,39.09%
