Item,2017,2018,2019,2020,2021
Sales/Revenue,3.36B,4.04B,4.11B,4.02B,5.26B
Sales Growth,-,20.42%,1.62%,-2.29%,30.91%
Cost of Goods Sold (COGS) incl. D&A,2.52B,2.94B,2.99B,2.83B,3.53B
COGS Growth,-,16.72%,1.85%,-5.43%,24.95%
COGS excluding D&A,2.31B,2.71B,2.74B,2.56B,3.26B
Depreciation & Amortization Expense,205.76M,230.36M,253.68M,273.22M,274.77M
Depreciation,205.6M,230.36M,253.68M,273.22M,274.77M
Amortization of Intangibles,163K,-,-,-,-
Gross Income,841.65M,1.11B,1.12B,1.19B,1.72B
Gross Income Growth,-,31.48%,1.00%,6.13%,45.12%
Gross Profit Margin,-,-,-,-,32.75%
SG&A Expense,143.47M,156.7M,153.58M,141.82M,170.21M
SGA Growth,-,9.22%,-1.99%,-7.65%,20.02%
Research & Development,-,-,-,-,-
Other SG&A,143.47M,156.7M,153.58M,141.82M,-
Other Operating Expense,99.78M,112.21M,116.84M,116.94M,133.45M
Unusual Expense,-,-,-,-,-
EBIT after Unusual Expense,-,-,-,-,-
Non Operating Income/Expense,(21.15M),(25.08M),(29.69M),(25.15M),(28.49M)
Non-Operating Interest Income,740K,3.11M,6.76M,1.83M,786K
Equity in Affiliates (Pretax),-,-,-,-,-
Interest Expense,2.15M,189K,377K,2.78M,1.73M
Interest Expense Growth,-,-91.23%,99.47%,637.93%,-37.92%
Gross Interest Expense,2.15M,189K,377K,2.78M,1.73M
Interest Capitalized,-,-,-,-,-
Pretax Income,575.83M,815.51M,823.95M,901.36M,1.39B
Pretax Income Growth,-,41.62%,1.03%,9.40%,54.04%
Pretax Margin,-,-,-,-,26.41%
Income Tax,112.06M,209.85M,208.43M,228.68M,354.05M
Income Tax - Current Domestic,194.7M,152.14M,195.27M,269.69M,323.88M
Income Tax - Current Foreign,-,-,-,-,-
Income Tax - Deferred Domestic,(82.64M),57.71M,13.16M,(41.01M),30.17M
Income Tax - Deferred Foreign,-,-,-,-,-
Income Tax Credits,-,-,-,-,-
Equity in Affiliates,-,-,-,-,-
Other After Tax Income (Expense),-,-,-,-,-
Consolidated Net Income,463.77M,605.67M,615.52M,672.68M,1.03B
Minority Interest Expense,-,-,-,-,-
Net Income,463.77M,605.67M,615.52M,672.68M,1.03B
Net Income Growth,-,30.60%,1.63%,9.29%,53.77%
Net Margin Growth,-,-,-,-,19.68%
Extraordinaries & Discontinued Operations,-,-,-,-,-
Extra Items & Gain/Loss Sale Of Assets,-,-,-,-,-
Cumulative Effect - Accounting Chg,-,-,-,-,-
Discontinued Operations,-,-,-,-,-
Net Income After Extraordinaries,463.77M,605.67M,615.52M,672.68M,1.03B
Preferred Dividends,-,-,-,-,-
Net Income Available to Common,463.77M,605.67M,615.52M,672.68M,1.03B
EPS (Basic),3.75,4.93,5.11,5.71,8.94
EPS (Basic) Growth,-,31.32%,3.71%,11.77%,56.54%
Basic Shares Outstanding,123.46M,122.89M,120.41M,117.74M,115.65M
EPS (Diluted),3.75,4.92,5.1,5.68,8.89
EPS (Diluted) Growth,-,31.16%,3.67%,11.24%,56.52%
Diluted Shares Outstanding,123.61M,123.03M,120.61M,118.49M,116.41M
EBITDA,804.16M,1.07B,1.1B,1.2B,1.69B
EBITDA Growth,-,32.81%,3.08%,9.06%,40.97%
EBITDA Margin,-,-,-,-,32.20%
